#Variables:
#tasmax_GFDL-ESM2M_historical(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 43.3961 Latitude, -72.0647 Longitude (closest value to Latitude:43.3901, Longitude:-72.0543) "
#Original Data File(s):
#agg_macav2metdata_tasmax_GFDL-ESM2M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmax_GFDL-ESM2M_historical(K)"
1974-08-02,298.907776
1974-08-03,297.316589
1974-08-04,299.735199
1974-08-05,299.454529
1974-08-06,300.309174
1974-08-07,300.908630
1974-08-08,302.462341
1974-08-09,301.786591
1974-08-10,302.501648
1974-08-11,302.388855
1974-08-12,300.788788
1974-08-13,304.268280
1974-08-14,302.202667
1974-08-15,303.586243
1974-08-16,301.799316
1974-08-17,298.051208
1974-08-18,297.444000
1974-08-19,295.993958
1974-08-20,298.667877
1974-08-21,300.232056
1974-08-22,296.633392
1974-08-23,299.627625
1974-08-24,297.327698
1974-08-25,300.237762
1974-08-26,298.267365
1974-08-27,297.006836
1974-08-28,296.102905
1974-08-29,297.982269
1974-08-30,298.397949
1974-08-31,299.839172
1974-09-01,301.358795
1974-09-02,300.612366
1974-09-03,299.663177
1974-09-04,298.750336
1974-09-05,291.986084
1974-09-06,290.802032
1974-09-07,289.713989
1974-09-08,295.827179
1974-09-09,299.153381
1974-09-10,296.863739
1974-09-11,294.169189
1974-09-12,296.584839
1974-09-13,297.804321
1974-09-14,299.176666
1974-09-15,298.123749
1974-09-16,299.501770
1974-09-17,299.220001
1974-09-18,299.515594
1974-09-19,297.903992
1974-09-20,292.154816
1974-09-21,294.060211
1974-09-22,294.841064
1974-09-23,295.681854
1974-09-24,293.693146
1974-09-25,291.530701
1974-09-26,296.557617
1974-09-27,297.856201
1974-09-28,298.479675
1974-09-29,298.268829
1974-09-30,297.358459
1974-10-01,292.096161
1974-10-02,291.040375
1974-10-03,293.976196
1974-10-04,294.464325
1974-10-05,293.951294
1974-10-06,290.498993
1974-10-07,293.295959
1974-10-08,290.380646
1974-10-09,289.771423
1974-10-10,293.301025
1974-10-11,294.820801
1974-10-12,292.052399
1974-10-13,289.868317
1974-10-14,291.084595
1974-10-15,286.386566
1974-10-16,289.514618
1974-10-17,290.716156
1974-10-18,283.513947
1974-10-19,289.722687
1974-10-20,286.530762
1974-10-21,281.040314
1974-10-22,283.388123
1974-10-23,292.761841
1974-10-24,292.244598
1974-10-25,290.170776
1974-10-26,287.373169
1974-10-27,289.936371
1974-10-28,291.823364
1974-10-29,289.702576
1974-10-30,286.259735
1974-10-31,288.061981
1974-11-01,286.212677
1974-11-02,286.683807
1974-11-03,287.697601
1974-11-04,283.793701
1974-11-05,281.396454
1974-11-06,279.568207
1974-11-07,283.304688
1974-11-08,285.562164
1974-11-09,284.621765
1974-11-10,283.932800
1974-11-11,281.294617
1974-11-12,281.631958
1974-11-13,280.595001
1974-11-14,280.354492
1974-11-15,279.186096
1974-11-16,279.288300
1974-11-17,280.301849
1974-11-18,277.964783
1974-11-19,278.677429
1974-11-20,280.680206
1974-11-21,280.761597
1974-11-22,281.127136
1974-11-23,283.627075
1974-11-24,282.221741
1974-11-25,283.502594
1974-11-26,282.947540
1974-11-27,271.475677
1974-11-28,269.319824
1974-11-29,273.781494
1974-11-30,276.714813
1974-12-01,275.706055
1974-12-02,275.748627
1974-12-03,277.418610
1974-12-04,277.262115
1974-12-05,280.839996
1974-12-06,280.053101
1974-12-07,274.784149
1974-12-08,272.004700
1974-12-09,265.523773
1974-12-10,263.566315
1974-12-11,267.557190
1974-12-12,273.431885
1974-12-13,273.868500
1974-12-14,275.728516
1974-12-15,273.063843
1974-12-16,265.509003
1974-12-17,263.050995
1974-12-18,266.049438
1974-12-19,270.919342
1974-12-20,265.320282
1974-12-21,265.627716
1974-12-22,266.809540
1974-12-23,268.730713
1974-12-24,272.631500
1974-12-25,276.568817
1974-12-26,275.020966
1974-12-27,276.625519
1974-12-28,273.583954
1974-12-29,274.289581
1974-12-30,277.923096
1974-12-31,272.662842
1975-01-01,269.486786
1975-01-02,264.725708
1975-01-03,263.744202
1975-01-04,260.080322
1975-01-05,259.391479
1975-01-06,258.889587
1975-01-07,263.031067
1975-01-08,263.051117
1975-01-09,262.089630
1975-01-10,269.931793
1975-01-11,276.544037
1975-01-12,275.642120
1975-01-13,270.806610
1975-01-14,273.655029
1975-01-15,277.971802
1975-01-16,276.060211
1975-01-17,278.840729
1975-01-18,269.829559
1975-01-19,274.033905
1975-01-20,271.594635
1975-01-21,261.811005
1975-01-22,258.331055
1975-01-23,256.116638
1975-01-24,264.903168
1975-01-25,266.429108
1975-01-26,273.365509
1975-01-27,276.397430
1975-01-28,271.827118
1975-01-29,263.120300
1975-01-30,257.638855
1975-01-31,262.063232
1975-02-01,265.090393
1975-02-02,263.893646
1975-02-03,261.259766
1975-02-04,273.498474
1975-02-05,274.499939
1975-02-06,274.873657
1975-02-07,273.911102
1975-02-08,269.836243
1975-02-09,275.399353
1975-02-10,275.063232
1975-02-11,273.862701
1975-02-12,275.937836
1975-02-13,270.942444
1975-02-14,270.877563
1975-02-15,273.266846
1975-02-16,274.220917
1975-02-17,274.053558
1975-02-18,271.579010
1975-02-19,268.624573
1975-02-20,270.133392
1975-02-21,274.726501
1975-02-22,267.267639
1975-02-23,264.021118
1975-02-24,266.346710
1975-02-25,275.996368
1975-02-26,276.136383
1975-02-27,274.878235
1975-02-28,273.710052
1975-03-01,270.616730
1975-03-02,264.183197
1975-03-03,265.191284
1975-03-04,275.545197
1975-03-05,277.046204
1975-03-06,277.958191
1975-03-07,278.800568
1975-03-08,277.648590
1975-03-09,276.965088
1975-03-10,276.068970
1975-03-11,276.367767
1975-03-12,275.129028
1975-03-13,277.810974
1975-03-14,276.902863
1975-03-15,264.555939
1975-03-16,268.626831
1975-03-17,275.276611
1975-03-18,280.403503
1975-03-19,278.072113
1975-03-20,276.063080
1975-03-21,282.800293
1975-03-22,285.504852
1975-03-23,282.917084
1975-03-24,282.872803
1975-03-25,281.133240
1975-03-26,276.677185
1975-03-27,282.845428
1975-03-28,284.622986
1975-03-29,279.492310
1975-03-30,278.740448
1975-03-31,275.996033
1975-04-01,282.610901
1975-04-02,278.587341
1975-04-03,280.353638
1975-04-04,282.119781
1975-04-05,285.132904
1975-04-06,291.181763
1975-04-07,293.030731
1975-04-08,284.609741
1975-04-09,281.394806
1975-04-10,283.211060
1975-04-11,282.917511
1975-04-12,283.045715
1975-04-13,284.322205
1975-04-14,285.349976
1975-04-15,286.386780
1975-04-16,285.505676
1975-04-17,280.125580
1975-04-18,277.578369
1975-04-19,280.385010
1975-04-20,284.377594
1975-04-21,286.440491
1975-04-22,282.346130
1975-04-23,282.917572
1975-04-24,286.387878
1975-04-25,285.888672
1975-04-26,285.510620
1975-04-27,285.597748
1975-04-28,285.978241
1975-04-29,283.236053
1975-04-30,284.626587
1975-05-01,286.540894
1975-05-02,293.722595
1975-05-03,293.906372
1975-05-04,293.117706
1975-05-05,288.386017
1975-05-06,295.387695
1975-05-07,299.814850
1975-05-08,303.790619
1975-05-09,302.307922
1975-05-10,296.695709
1975-05-11,300.927765
1975-05-12,299.578613
1975-05-13,295.950470
1975-05-14,295.781494
1975-05-15,299.247681
1975-05-16,301.573212
1975-05-17,303.843384
1975-05-18,302.682556
1975-05-19,299.429596
1975-05-20,290.386322
1975-05-21,296.087006
1975-05-22,292.061066
1975-05-23,297.911957
1975-05-24,296.855438
1975-05-25,297.608521
1975-05-26,302.305176
1975-05-27,303.403076
1975-05-28,303.953491
1975-05-29,304.505096
1975-05-30,304.962402
1975-05-31,305.783447
1975-06-01,307.649658
1975-06-02,306.759796
1975-06-03,302.411499
1975-06-04,294.563049
1975-06-05,293.035492
1975-06-06,291.656372
1975-06-07,290.610687
1975-06-08,290.274567
1975-06-09,293.050995
1975-06-10,297.105377
1975-06-11,298.080536
1975-06-12,295.875763
1975-06-13,294.187714
1975-06-14,300.109070
1975-06-15,298.624084
1975-06-16,296.220947
1975-06-17,290.934235
1975-06-18,292.561829
1975-06-19,293.370148
1975-06-20,298.961853
1975-06-21,297.205597
1975-06-22,293.714539
1975-06-23,297.178009
1975-06-24,296.681213
1975-06-25,294.877228
1975-06-26,296.173950
1975-06-27,295.356415
1975-06-28,297.893066
1975-06-29,297.289276
1975-06-30,294.090607
1975-07-01,298.399261
1975-07-02,302.011047
1975-07-03,302.381256
1975-07-04,305.165680
1975-07-05,304.419556
1975-07-06,305.057159
1975-07-07,305.890350
1975-07-08,303.218750
1975-07-09,298.134735
1975-07-10,302.237976
1975-07-11,301.355164
1975-07-12,296.247925
1975-07-13,297.259338
1975-07-14,300.231781
1975-07-15,305.287109
1975-07-16,304.242706
1975-07-17,303.821930
1975-07-18,302.295715
1975-07-19,299.305908
1975-07-20,300.266418
1975-07-21,298.639923
1975-07-22,297.490692
1975-07-23,298.873199
1975-07-24,305.164734
1975-07-25,303.751648
1975-07-26,300.509430
1975-07-27,301.513245
1975-07-28,302.214081
1975-07-29,298.282349
1975-07-30,298.899628
1975-07-31,299.957733
1975-08-01,300.270447
1975-08-02,300.090607
1975-08-03,301.206604
1975-08-04,300.081390
1975-08-05,299.767151
1975-08-06,298.139618
1975-08-07,296.630341
1975-08-08,298.983551
1975-08-09,294.508362
1975-08-10,297.486938
1975-08-11,300.127625
1975-08-12,299.120605
1975-08-13,297.800446
1975-08-14,298.246704
1975-08-15,301.506256
1975-08-16,300.664795
1975-08-17,300.751190
1975-08-18,300.766693
1975-08-19,299.405975
1975-08-20,297.829346
1975-08-21,296.660492
1975-08-22,296.076416
1975-08-23,295.123810
1975-08-24,296.839966
1975-08-25,297.549225
1975-08-26,297.411743
1975-08-27,295.234772
1975-08-28,291.160400
1975-08-29,292.561035
1975-08-30,294.866241
1975-08-31,296.625000
1975-09-01,297.747833
1975-09-02,300.771973
1975-09-03,296.784302
1975-09-04,299.333344
1975-09-05,296.920074
1975-09-06,293.292419
1975-09-07,290.851257
1975-09-08,295.094147
1975-09-09,297.334045
1975-09-10,299.654022
1975-09-11,300.082397
1975-09-12,300.927429
1975-09-13,301.043274
1975-09-14,300.435760
1975-09-15,297.661346
1975-09-16,293.613617
1975-09-17,297.242004
1975-09-18,295.757568
1975-09-19,302.936066
1975-09-20,302.985138
1975-09-21,301.527588
1975-09-22,297.852997
1975-09-23,288.999725
1975-09-24,301.971222
1975-09-25,300.125305
1975-09-26,291.235077
1975-09-27,288.958618
1975-09-28,294.898193
1975-09-29,295.477722
1975-09-30,293.469757
1975-10-01,293.492584
1975-10-02,290.777863
1975-10-03,288.906189
1975-10-04,289.454987
1975-10-05,297.007538
1975-10-06,294.546387
1975-10-07,285.310699
1975-10-08,282.345978
1975-10-09,282.123871
1975-10-10,285.844513
1975-10-11,284.619598
1975-10-12,281.051300
1975-10-13,289.788940
1975-10-14,290.977173
1975-10-15,289.721863
1975-10-16,286.943115
1975-10-17,289.522034
1975-10-18,286.059021
1975-10-19,292.811157
1975-10-20,288.261719
1975-10-21,284.910492
1975-10-22,280.783600
1975-10-23,281.059906
1975-10-24,282.470581
1975-10-25,291.898132
1975-10-26,294.379761
1975-10-27,291.058136
1975-10-28,290.828705
1975-10-29,284.669189
1975-10-30,287.964050
1975-10-31,286.574738
1975-11-01,283.547882
1975-11-02,281.212830
1975-11-03,282.770752
1975-11-04,285.760986
1975-11-05,289.056091
1975-11-06,289.700470
1975-11-07,283.827881
1975-11-08,275.237946
1975-11-09,273.075409
1975-11-10,273.088348
1975-11-11,277.025879
1975-11-12,285.064240
1975-11-13,280.325012
1975-11-14,280.060455
1975-11-15,278.829407
1975-11-16,282.611328
1975-11-17,283.171204
1975-11-18,281.206909
1975-11-19,277.322968
1975-11-20,276.163971
1975-11-21,286.682159
1975-11-22,286.170898
1975-11-23,280.711182
1975-11-24,284.046051
1975-11-25,278.326660
1975-11-26,274.485718
1975-11-27,279.014221
1975-11-28,287.141785
1975-11-29,287.778656
1975-11-30,278.700012
1975-12-01,276.043457
1975-12-02,275.166779
1975-12-03,276.921204
1975-12-04,281.200745
1975-12-05,281.799072
1975-12-06,280.147980
1975-12-07,275.435394
1975-12-08,279.552399
1975-12-09,278.057587
1975-12-10,276.122437
1975-12-11,280.422180
1975-12-12,279.356964
1975-12-13,283.210632
1975-12-14,282.307526
1975-12-15,267.837555
1975-12-16,266.838593
1975-12-17,273.908142
1975-12-18,278.320251
1975-12-19,275.186737
1975-12-20,275.530457
1975-12-21,280.106964
1975-12-22,284.443848
1975-12-23,274.213409
1975-12-24,277.046570
1975-12-25,281.727264
1975-12-26,275.409241
1975-12-27,276.165985
1975-12-28,276.997040
1975-12-29,273.214050
1975-12-30,272.024994
1975-12-31,273.401825
1976-01-01,272.717926
1976-01-02,266.459869
1976-01-03,264.401001
1976-01-04,277.221008
1976-01-05,274.399445
1976-01-06,269.258911
1976-01-07,266.950500
1976-01-08,257.161316
1976-01-09,265.399963
1976-01-10,269.749725
1976-01-11,272.166840
1976-01-12,273.481964
1976-01-13,271.020172
1976-01-14,273.425354
1976-01-15,276.458405
1976-01-16,272.087860
1976-01-17,263.039795
1976-01-18,275.162964
1976-01-19,277.368225
1976-01-20,271.248138
1976-01-21,271.068176
1976-01-22,279.862091
1976-01-23,277.291199
1976-01-24,273.211517
1976-01-25,275.430511
1976-01-26,275.134644
1976-01-27,272.678375
1976-01-28,271.238068
1976-01-29,264.790283
1976-01-30,273.264862
1976-01-31,275.094269
1976-02-01,273.899963
1976-02-02,272.091431
1976-02-03,271.262970
1976-02-04,274.416687
1976-02-05,273.745636
1976-02-06,274.430969
1976-02-07,273.349426
1976-02-08,267.499451
1976-02-09,273.766388
1976-02-10,274.510712
1976-02-11,278.596283
1976-02-12,278.531494
1976-02-13,272.807007
1976-02-14,273.087433
1976-02-15,269.034149
1976-02-16,277.667145
1976-02-17,282.240448
1976-02-18,276.654999
1976-02-19,278.539551
1976-02-20,279.640167
1976-02-21,279.183624
1976-02-22,276.481293
1976-02-23,277.595581
1976-02-24,278.788788
1976-02-25,277.873505
1976-02-26,277.543732
1976-02-27,277.280243
1976-02-28,280.812042
1976-02-29,281.455566
1976-03-01,282.099091
1976-03-02,280.675537
1976-03-03,273.604370
1976-03-04,277.547302
1976-03-05,279.222198
1976-03-06,282.575531
1976-03-07,283.677979
1976-03-08,279.279175
1976-03-09,280.569000
1976-03-10,282.256378
1976-03-11,269.869354
1976-03-12,276.959015
1976-03-13,277.769226
1976-03-14,279.436493
1976-03-15,277.709930
1976-03-16,277.591370
1976-03-17,282.046600
1976-03-18,280.230103
1976-03-19,278.679016
1976-03-20,278.472870
1976-03-21,282.393860
1976-03-22,283.815765
1976-03-23,283.437714
1976-03-24,286.196350
1976-03-25,284.621887
1976-03-26,272.989410
1976-03-27,273.251831
1976-03-28,279.772308
1976-03-29,279.582886
1976-03-30,279.123352
1976-03-31,280.496185
1976-04-01,281.758942
1976-04-02,286.540253
1976-04-03,281.691376
1976-04-04,284.806732
1976-04-05,283.652222
1976-04-06,288.367096
1976-04-07,283.240143
1976-04-08,282.798950
1976-04-09,279.939392
1976-04-10,283.398346
1976-04-11,290.396393
1976-04-12,292.619385
1976-04-13,293.072174
1976-04-14,293.376343
1976-04-15,293.539490
1976-04-16,288.580872
1976-04-17,290.167206
1976-04-18,283.888763
1976-04-19,290.420288
1976-04-20,289.547302
1976-04-21,301.939362
1976-04-22,301.166168
1976-04-23,300.102295
1976-04-24,288.346344
1976-04-25,284.391632
1976-04-26,289.741882
1976-04-27,291.330109
1976-04-28,291.343048
1976-04-29,294.179810
1976-04-30,295.281189
1976-05-01,294.809723
1976-05-02,283.382660
1976-05-03,281.643494
1976-05-04,287.796967
1976-05-05,285.547455
1976-05-06,289.976532
1976-05-07,289.432831
1976-05-08,287.904877
1976-05-09,291.264648
1976-05-10,294.303162
1976-05-11,291.109406
1976-05-12,293.803711
1976-05-13,295.599182
1976-05-14,293.845703
1976-05-15,293.263885
1976-05-16,296.183075
1976-05-17,301.084015
1976-05-18,300.349640
1976-05-19,300.204132
1976-05-20,299.370148
1976-05-21,297.078949
1976-05-22,290.691986
1976-05-23,289.882385
1976-05-24,294.398407
1976-05-25,294.196991
1976-05-26,292.779785
1976-05-27,292.660461
1976-05-28,296.794952
1976-05-29,294.469940
1976-05-30,294.846405
1976-05-31,297.683258
1976-06-01,293.292938
1976-06-02,292.252136
1976-06-03,292.784576
1976-06-04,291.505890
1976-06-05,292.191284
1976-06-06,294.059387
1976-06-07,293.295563
1976-06-08,292.547760
1976-06-09,291.273438
1976-06-10,294.872192
1976-06-11,298.846802
1976-06-12,302.095215
1976-06-13,301.153961
1976-06-14,301.641235
1976-06-15,300.683289
1976-06-16,297.287262
1976-06-17,301.847565
1976-06-18,300.162384
1976-06-19,296.992096
1976-06-20,299.873352
1976-06-21,302.302032
1976-06-22,300.589905
1976-06-23,296.764282
1976-06-24,298.469940
1976-06-25,298.524994
1976-06-26,295.931213
1976-06-27,295.090485
1976-06-28,298.751556
1976-06-29,296.470886
1976-06-30,297.252838
1976-07-01,295.302460
1976-07-02,294.575897
1976-07-03,297.300812
1976-07-04,297.699310
1976-07-05,297.936737
1976-07-06,298.470276
1976-07-07,299.428497
1976-07-08,300.795471
1976-07-09,299.501404
1976-07-10,300.823425
1976-07-11,301.821411
1976-07-12,302.050995
1976-07-13,303.682068
1976-07-14,305.392609
1976-07-15,302.085846
1976-07-16,301.082855
1976-07-17,301.102264
1976-07-18,302.189819
1976-07-19,302.044159
1976-07-20,302.085175
1976-07-21,300.526611
1976-07-22,299.397217
1976-07-23,299.615540
1976-07-24,298.957794
1976-07-25,296.048920
1976-07-26,298.139862
1976-07-27,297.508789
1976-07-28,298.124847
1976-07-29,293.660553
1976-07-30,293.779419
1976-07-31,295.551025
1976-08-01,299.114410
1976-08-02,299.021149
1976-08-03,299.073456
1976-08-04,303.341614
1976-08-05,302.316376
1976-08-06,299.947449
1976-08-07,300.861328
1976-08-08,299.510132
1976-08-09,302.922394
1976-08-10,301.607361
1976-08-11,297.998688
1976-08-12,301.430450
1976-08-13,300.328186
1976-08-14,297.893799
1976-08-15,296.112701
1976-08-16,291.468842
1976-08-17,291.606262
1976-08-18,298.259308
1976-08-19,298.240387
1976-08-20,295.725098
1976-08-21,294.050476
1976-08-22,293.085144
1976-08-23,294.087646
1976-08-24,295.669617
1976-08-25,295.403748
1976-08-26,298.284882
1976-08-27,299.196045
1976-08-28,298.466370
1976-08-29,297.812714
1976-08-30,301.462189
1976-08-31,303.139008
1976-09-01,299.806183
1976-09-02,299.865692
1976-09-03,299.540741
1976-09-04,304.229034
1976-09-05,301.426514
1976-09-06,292.881592
1976-09-07,289.490082
1976-09-08,293.329803
1976-09-09,295.990295
1976-09-10,293.709869
1976-09-11,286.969269
1976-09-12,286.251495
1976-09-13,286.333679
1976-09-14,288.897003
1976-09-15,289.781952
1976-09-16,294.375824
1976-09-17,297.594818
1976-09-18,298.879028
1976-09-19,298.711273
1976-09-20,296.652649
1976-09-21,292.050995
1976-09-22,291.079590
1976-09-23,296.138733
1976-09-24,298.077545
1976-09-25,300.932281
1976-09-26,299.862823
1976-09-27,297.846924
1976-09-28,296.567474
1976-09-29,299.260376
1976-09-30,298.892548
1976-10-01,290.215973
1976-10-02,294.219910
1976-10-03,295.459076
1976-10-04,298.875793
1976-10-05,282.939270
1976-10-06,285.251678
1976-10-07,284.385925
1976-10-08,286.911285
1976-10-09,284.618103
1976-10-10,288.850433
1976-10-11,287.708008
1976-10-12,285.427338
1976-10-13,296.768738
1976-10-14,294.656921
1976-10-15,291.591064
1976-10-16,282.403534
1976-10-17,281.572083
1976-10-18,290.080872
1976-10-19,290.372070
1976-10-20,285.186218
1976-10-21,284.473480
1976-10-22,278.205444
1976-10-23,281.544281
1976-10-24,281.315369
1976-10-25,285.233856
1976-10-26,284.442200
1976-10-27,287.638550
1976-10-28,288.143768
1976-10-29,286.555298
1976-10-30,290.624268
1976-10-31,291.470490
1976-11-01,285.732208
1976-11-02,289.564026
1976-11-03,281.736786
1976-11-04,282.402771
1976-11-05,292.835327
1976-11-06,293.088776
1976-11-07,280.620514
1976-11-08,276.957642
1976-11-09,277.549805
1976-11-10,283.114990
1976-11-11,280.416870
1976-11-12,283.167542
1976-11-13,278.261627
1976-11-14,285.952271
1976-11-15,279.948608
1976-11-16,276.519440
1976-11-17,273.352783
1976-11-18,275.490082
1976-11-19,274.548981
1976-11-20,275.182556
1976-11-21,276.043335
1976-11-22,279.611481
1976-11-23,278.893311
1976-11-24,281.296265
1976-11-25,278.948120
1976-11-26,276.510590
1976-11-27,278.047913
1976-11-28,275.860504
1976-11-29,280.677917
1976-11-30,279.110535
1976-12-01,271.904724
1976-12-02,273.129639
1976-12-03,271.418274
1976-12-04,265.497162
1976-12-05,267.747192
1976-12-06,275.155609
1976-12-07,277.146576
1976-12-08,283.685303
1976-12-09,283.578613
1976-12-10,278.003540
1976-12-11,281.611603
1976-12-12,280.833862
1976-12-13,280.923035
1976-12-14,276.592163
1976-12-15,273.584961
1976-12-16,280.163910
1976-12-17,281.260498
1976-12-18,267.165527
1976-12-19,264.922028
1976-12-20,270.867859
1976-12-21,272.752319
1976-12-22,277.819336
1976-12-23,277.563049
1976-12-24,279.056305
1976-12-25,280.211792
1976-12-26,277.755249
1976-12-27,273.119904
1976-12-28,276.335541
1976-12-29,267.562958
1976-12-30,261.928101
1976-12-31,268.001343
1977-01-01,276.360809
1977-01-02,277.263306
1977-01-03,273.815155
1977-01-04,272.400665
1977-01-05,278.319183
1977-01-06,255.078995
1977-01-07,267.654175
1977-01-08,269.849548
1977-01-09,267.739990
1977-01-10,269.528259
1977-01-11,268.379791
1977-01-12,270.012665
1977-01-13,268.758026
1977-01-14,256.987854
1977-01-15,263.777679
1977-01-16,274.038452
1977-01-17,271.243439
1977-01-18,258.074646
1977-01-19,258.792084
1977-01-20,267.614441
1977-01-21,271.290710
1977-01-22,271.585297
1977-01-23,272.132324
1977-01-24,271.100739
1977-01-25,274.932007
1977-01-26,276.374054
1977-01-27,275.885345
1977-01-28,273.104248
1977-01-29,260.674774
1977-01-30,260.906372
1977-01-31,269.069824
1977-02-01,269.346008
1977-02-02,267.295593
1977-02-03,275.067749
1977-02-04,275.529694
1977-02-05,275.446198
1977-02-06,272.261688
1977-02-07,271.444061
1977-02-08,272.564972
1977-02-09,274.373016
1977-02-10,275.267120
1977-02-11,278.991302
1977-02-12,276.133240
1977-02-13,264.380737
1977-02-14,271.361816
1977-02-15,274.055847
1977-02-16,276.628967
1977-02-17,274.545868
1977-02-18,270.382202
1977-02-19,259.668060
1977-02-20,264.498138
1977-02-21,274.419373
1977-02-22,278.971924
1977-02-23,274.991058
1977-02-24,274.248840
1977-02-25,274.583710
1977-02-26,270.666138
1977-02-27,268.959503
1977-02-28,276.970886
1977-03-01,277.575012
1977-03-02,277.744232
1977-03-03,278.547913
1977-03-04,276.998383
1977-03-05,281.992401
1977-03-06,280.463379
1977-03-07,276.283173
1977-03-08,276.689697
1977-03-09,275.975067
1977-03-10,275.702820
1977-03-11,275.083557
1977-03-12,272.648468
1977-03-13,275.526520
1977-03-14,278.182678
1977-03-15,278.740997
1977-03-16,278.033081
1977-03-17,281.403687
1977-03-18,284.241852
1977-03-19,282.480469
1977-03-20,278.431824
1977-03-21,279.503876
1977-03-22,277.040375
1977-03-23,279.451233
1977-03-24,283.122040
1977-03-25,285.423126
1977-03-26,278.683075
1977-03-27,276.994324
1977-03-28,277.216736
1977-03-29,275.951599
1977-03-30,285.078278
1977-03-31,286.429108
1977-04-01,285.750610
1977-04-02,286.762329
1977-04-03,284.360352
1977-04-04,279.115417
1977-04-05,277.370148
1977-04-06,277.692810
1977-04-07,275.164886
1977-04-08,279.282990
1977-04-09,284.010956
1977-04-10,277.719696
1977-04-11,277.167786
1977-04-12,275.421356
1977-04-13,277.764618
1977-04-14,277.492493
1977-04-15,276.949707
1977-04-16,277.783173
1977-04-17,280.260101
1977-04-18,280.437500
1977-04-19,278.249420
1977-04-20,283.688934
1977-04-21,281.729736
1977-04-22,280.346466
1977-04-23,282.905884
1977-04-24,284.143433
1977-04-25,282.735992
1977-04-26,282.594421
1977-04-27,282.683838
1977-04-28,284.556610
1977-04-29,280.781128
1977-04-30,283.122009
1977-05-01,293.080383
1977-05-02,292.224060
1977-05-03,284.197876
1977-05-04,281.734802
1977-05-05,284.452515
1977-05-06,285.323456
1977-05-07,284.648315
1977-05-08,281.347076
1977-05-09,286.546356
1977-05-10,289.339569
1977-05-11,292.865540
1977-05-12,293.357788
1977-05-13,292.394318
1977-05-14,288.112579
1977-05-15,289.544617
1977-05-16,288.552185
1977-05-17,287.083099
1977-05-18,289.777588
1977-05-19,291.913818
1977-05-20,293.395782
1977-05-21,289.292969
1977-05-22,293.816711
1977-05-23,294.090637
1977-05-24,292.206116
1977-05-25,294.865356
1977-05-26,293.861511
1977-05-27,296.409485
1977-05-28,292.387451
1977-05-29,293.254913
1977-05-30,297.691376
1977-05-31,299.175140
1977-06-01,298.113586
1977-06-02,297.879089
1977-06-03,288.581238
1977-06-04,290.671051
1977-06-05,291.755524
1977-06-06,292.568176
1977-06-07,292.153320
1977-06-08,294.771881
1977-06-09,298.135132
1977-06-10,296.924133
1977-06-11,294.282257
1977-06-12,294.310486
1977-06-13,296.864624
1977-06-14,298.918274
1977-06-15,293.353912
1977-06-16,296.400513
1977-06-17,297.109222
1977-06-18,296.697815
1977-06-19,294.447571
1977-06-20,291.294891
1977-06-21,296.107697
1977-06-22,297.510834
1977-06-23,296.349487
1977-06-24,296.790039
1977-06-25,297.298737
1977-06-26,299.380035
1977-06-27,302.078918
1977-06-28,298.995605
1977-06-29,297.420624
1977-06-30,296.700806
1977-07-01,296.682159
1977-07-02,294.224274
1977-07-03,297.815125
1977-07-04,298.296631
1977-07-05,300.988434
1977-07-06,300.077576
1977-07-07,299.277863
1977-07-08,297.130615
1977-07-09,297.315308
1977-07-10,299.636871
1977-07-11,299.342804
1977-07-12,294.362457
1977-07-13,291.806183
1977-07-14,295.735931
1977-07-15,297.139160
1977-07-16,299.918091
1977-07-17,298.104828
1977-07-18,298.145905
1977-07-19,296.763885
1977-07-20,295.662079
1977-07-21,297.156952
1977-07-22,296.751862
1977-07-23,297.785919
1977-07-24,299.535706
1977-07-25,300.309113
1977-07-26,300.884796
1977-07-27,301.674866
1977-07-28,303.461975
1977-07-29,301.393433
1977-07-30,301.143524
1977-07-31,301.280426
1977-08-01,294.016846
1977-08-02,295.403351
1977-08-03,296.376373
1977-08-04,299.111023
1977-08-05,299.322906
1977-08-06,298.957703
1977-08-07,296.532867
1977-08-08,298.414001
1977-08-09,300.388611
1977-08-10,302.656189
1977-08-11,302.152039
1977-08-12,301.136749
1977-08-13,300.485687
1977-08-14,296.668701
1977-08-15,300.941162
1977-08-16,302.703644
1977-08-17,303.772888
1977-08-18,304.890900
1977-08-19,301.041962
1977-08-20,301.048920
1977-08-21,298.405060
1977-08-22,301.063385
1977-08-23,302.503876
1977-08-24,302.566711
1977-08-25,301.658020
1977-08-26,296.712372
1977-08-27,295.405396
1977-08-28,297.518982
1977-08-29,297.351410
1977-08-30,297.008667
1977-08-31,302.411194
1977-09-01,299.620605
1977-09-02,297.355621
1977-09-03,300.086884
1977-09-04,297.336426
1977-09-05,289.917786
1977-09-06,290.274017
1977-09-07,291.152130
1977-09-08,291.854858
1977-09-09,292.812225
1977-09-10,287.244446
1977-09-11,286.677368
1977-09-12,288.226257
1977-09-13,291.516907
1977-09-14,289.747070
1977-09-15,294.330078
1977-09-16,294.262695
1977-09-17,294.015961
1977-09-18,297.723907
1977-09-19,298.117249
1977-09-20,285.141510
1977-09-21,287.471191
