DateTime,Depth,TP_mgL,TOT_tp
2003-11-25T00:00:00Z,4,0.122,3.9392960929932195
2003-11-25T00:00:00Z,8,0.121,3.90700678075557
2003-11-25T00:00:00Z,20,0.11800000000000001,3.8101388440426223
2004-02-03T00:00:00Z,0,0.113,3.6486922828543755
2004-02-03T00:00:00Z,4,0.10300000000000001,3.3257991604778825
2004-02-03T00:00:00Z,8,0.10200000000000001,3.293509848240233
2004-02-03T00:00:00Z,12,0.099,3.196641911527285
2004-02-03T00:00:00Z,16,0.10200000000000001,3.293509848240233
2004-03-29T00:00:00Z,0,0.113,3.6486922828543755
2004-03-29T00:00:00Z,4,0.154,4.9725540845979985
2004-04-12T00:00:00Z,0,0.085,2.744591540200194
2004-04-12T00:00:00Z,4,0.091,2.93832741362609
2004-04-28T00:00:00Z,0,0.066,2.1310946076848567
2004-04-28T00:00:00Z,4,0.068,2.1956732321601553
2004-05-10T00:00:00Z,0,0.07,2.260251856635454
2004-05-10T00:00:00Z,4,0.081,2.6154342912495965
2004-05-10T00:00:00Z,20,0.093,3.0029060381013886
2004-05-24T00:00:00Z,0,0.067,2.163383919922506
2004-05-24T00:00:00Z,4,0.07100000000000001,2.2925411688731034
2004-06-07T00:00:00Z,0,0.074,2.389409105586051
2004-06-07T00:00:00Z,4,0.075,2.4216984178237007
2004-06-07T00:00:00Z,10,0.07200000000000001,2.324830481110753
2004-06-07T00:00:00Z,12,0.089,2.8737487891507913
2004-06-07T00:00:00Z,14,0.11900000000000001,3.842428156280272
2004-06-07T00:00:00Z,16,0.12,3.874717468517921
2004-06-07T00:00:00Z,18,0.134,4.326767839845012
2004-06-07T00:00:00Z,20,0.139,4.488214401033259
2004-06-07T00:00:00Z,22,0.145,4.681950274459154
2004-06-21T00:00:00Z,0,0.062,2.001937358734259
2004-06-21T00:00:00Z,4,0.062,2.001937358734259
2004-07-06T00:00:00Z,0,0.041,1.323861801743623
2004-07-06T00:00:00Z,4,0.05,1.6144656118824672
2004-07-06T00:00:00Z,8,0.045,1.4530190506942202
2004-07-06T00:00:00Z,12,0.052000000000000005,1.6790442363577658
2004-07-06T00:00:00Z,14,0.097,3.1320632870519862
2004-07-06T00:00:00Z,16,0.121,3.90700678075557
2004-07-06T00:00:00Z,18,0.159,5.134000645786245
2004-07-06T00:00:00Z,20,0.182,5.87665482725218
2004-07-06T00:00:00Z,22,0.229,7.3942525024217
2004-07-19T00:00:00Z,0,0.029,0.9363900548918309
2004-07-19T00:00:00Z,4,0.03,0.9686793671294802
2004-08-03T00:00:00Z,0,0.026000000000000002,0.8395221181788829
2004-08-03T00:00:00Z,4,0.023,0.7426541814659349
2004-08-03T00:00:00Z,8,0.024,0.7749434937035842
2004-08-03T00:00:00Z,10,0.046,1.4853083629318697
2004-08-03T00:00:00Z,14,0.23500000000000001,7.587988375847596
2004-08-03T00:00:00Z,16,0.261,8.427510494026478
2004-08-03T00:00:00Z,18,0.33,10.655473038424283
2004-08-03T00:00:00Z,20,0.464,14.982240878269295
2004-08-03T00:00:00Z,22,0.496,16.015498869874072
2004-08-16T00:00:00Z,0,0.038,1.2269938650306749
2004-08-16T00:00:00Z,4,0.037,1.1947045527930256
2004-09-07T00:00:00Z,0,0.021,0.6780755569906362
2004-09-07T00:00:00Z,8,0.021,0.6780755569906362
2004-09-07T00:00:00Z,20,0.536,17.307071359380046
2004-09-07T00:00:00Z,22,0.601,19.405876654827253
2004-10-05T00:00:00Z,4,0.069,2.227962544397805
2004-10-05T00:00:00Z,20,0.552,17.82370035518244
2004-11-03T00:00:00Z,0,0.121,3.90700678075557
2004-11-03T00:00:00Z,4,0.124,4.003874717468518
2005-01-31T00:00:00Z,0,0.121,3.90700678075557
2005-01-31T00:00:00Z,4,0.11800000000000001,3.8101388440426223
2005-01-31T00:00:00Z,8,0.117,3.777849531804973
2005-01-31T00:00:00Z,12,0.115,3.7132709073296746
2005-01-31T00:00:00Z,16,0.116,3.7455602195673237
2005-04-15T00:00:00Z,0,0.135,4.359057152082661
2005-04-15T00:00:00Z,4,0.146,4.714239586696803
2005-04-15T00:00:00Z,8,0.148,4.778818211172102
2005-04-15T00:00:00Z,12,0.148,4.778818211172102
2005-04-15T00:00:00Z,16,0.14400000000000002,4.649660962221506
2005-04-25T00:00:00Z,0,0.114,3.680981595092025
2005-04-25T00:00:00Z,4,0.12,3.874717468517921
2005-05-09T00:00:00Z,0,0.201,6.490151759767518
2005-05-09T00:00:00Z,20,0.113,3.6486922828543755
2005-05-23T00:00:00Z,0,0.112,3.6164029706167264
2005-05-23T00:00:00Z,4,0.108,3.487245721666129
2005-06-06T00:00:00Z,0,0.082,2.647723603487246
2005-06-06T00:00:00Z,4,0.082,2.647723603487246
2005-06-06T00:00:00Z,10,0.107,3.4549564094284793
2005-06-06T00:00:00Z,12,0.11800000000000001,3.8101388440426223
2005-06-06T00:00:00Z,14,0.14200000000000002,4.585082337746207
2005-06-06T00:00:00Z,16,0.125,4.036164029706168
2005-06-06T00:00:00Z,18,0.145,4.681950274459154
2005-06-06T00:00:00Z,20,0.179,5.779786890539231
2005-06-06T00:00:00Z,22,0.162,5.230868582499193
2005-06-20T00:00:00Z,0,0.075,2.4216984178237007
2005-06-20T00:00:00Z,4,0.079,2.550855666774298
2005-07-05T00:00:00Z,0,0.067,2.163383919922506
2005-07-05T00:00:00Z,4,0.052000000000000005,1.6790442363577658
2005-07-05T00:00:00Z,8,0.036000000000000004,1.1624152405553765
2005-07-05T00:00:00Z,10,0.14400000000000002,4.649660962221506
2005-07-05T00:00:00Z,14,0.198,6.39328382305457
2005-07-05T00:00:00Z,16,0.226,7.297384565708751
2005-07-05T00:00:00Z,18,0.302,9.7513722957701
2005-07-05T00:00:00Z,20,0.34400000000000003,11.107523409751375
2005-07-05T00:00:00Z,22,0.395,12.75427833387149
2005-07-18T00:00:00Z,0,0.041,1.323861801743623
2005-07-18T00:00:00Z,4,0.047,1.517597675169519
2005-08-01T00:00:00Z,0,0.029,0.9363900548918309
2005-08-01T00:00:00Z,4,0.039,1.2592831772683244
2005-08-01T00:00:00Z,8,0.037,1.1947045527930256
2005-08-01T00:00:00Z,10,0.092,2.9706167258637395
2005-08-01T00:00:00Z,12,0.229,7.3942525024217
2005-08-01T00:00:00Z,14,0.281,9.073296738779465
2005-08-01T00:00:00Z,18,0.442,14.271876009041009
2005-08-01T00:00:00Z,20,0.468,15.111398127219893
2005-08-01T00:00:00Z,22,0.53,17.113335485954153
2005-08-15T00:00:00Z,0,0.023,0.7426541814659349
2005-08-15T00:00:00Z,4,0.023,0.7426541814659349
2005-08-29T00:00:00Z,0,0.031,1.0009686793671295
2005-08-29T00:00:00Z,4,0.029,0.9363900548918309
2005-08-29T00:00:00Z,8,0.03,0.9686793671294802
2005-08-29T00:00:00Z,10,0.03,0.9686793671294802
2005-08-29T00:00:00Z,14,0.297,9.589925734581854
2005-08-29T00:00:00Z,16,0.448,14.465611882466906
2005-08-29T00:00:00Z,18,0.512,16.53212786567646
2005-08-29T00:00:00Z,20,0.577,18.630933161123668
2005-08-29T00:00:00Z,22,0.653,21.08492089118502
2005-09-26T00:00:00Z,0,0.029,0.9363900548918309
2005-09-26T00:00:00Z,4,0.028,0.9041007426541816
2005-11-02T00:00:00Z,0,0.158,5.101711333548596
2005-11-02T00:00:00Z,20,0.155,5.004843396835648
2005-11-30T00:00:00Z,0,0.154,4.9725540845979985
2005-11-30T00:00:00Z,20,0.16,5.166289958023895
2006-03-06T00:00:00Z,0,0.15,4.843396835647401
2006-03-06T00:00:00Z,4,0.148,4.778818211172102
2006-03-06T00:00:00Z,12,0.146,4.714239586696803
2006-03-06T00:00:00Z,16,0.145,4.681950274459154
2006-03-06T00:00:00Z,17.5,0.147,4.746528898934453
2006-04-04T00:00:00Z,0,0.14400000000000002,4.649660962221506
2006-04-04T00:00:00Z,4,0.14300000000000002,4.617371649983856
2006-04-17T00:00:00Z,0,0.135,4.359057152082661
2006-04-17T00:00:00Z,4,0.136,4.391346464320311
2006-04-17T00:00:00Z,12,0.136,4.391346464320311
2006-04-17T00:00:00Z,16,0.137,4.42363577655796
2006-04-17T00:00:00Z,20,0.138,4.45592508879561
2006-05-02T00:00:00Z,0,0.115,3.7132709073296746
2006-05-02T00:00:00Z,4,0.114,3.680981595092025
2006-05-15T00:00:00Z,0,0.129,4.165321278656765
2006-05-15T00:00:00Z,20,0.136,4.391346464320311
2006-05-30T00:00:00Z,0,0.091,2.93832741362609
2006-05-30T00:00:00Z,4,0.096,3.0997739748143367
2006-06-12T00:00:00Z,0,0.078,2.518566354536649
2006-06-12T00:00:00Z,4,0.081,2.6154342912495965
2006-06-12T00:00:00Z,10,0.137,4.42363577655796
2006-06-12T00:00:00Z,12,0.14400000000000002,4.649660962221506
2006-06-12T00:00:00Z,14,0.152,4.9079754601226995
2006-06-12T00:00:00Z,16,0.20400000000000001,6.587019696480466
2006-06-12T00:00:00Z,18,0.222,7.168227316758154
2006-06-12T00:00:00Z,20,0.24,7.749434937035842
2006-06-12T00:00:00Z,22,0.249,8.040038747174686
2006-06-26T00:00:00Z,0,0.058,1.8727801097836618
2006-06-26T00:00:00Z,4,0.058,1.8727801097836618
2006-07-10T00:00:00Z,0,0.042,1.3561511139812723
2006-07-10T00:00:00Z,8,0.14400000000000002,4.649660962221506
2006-07-10T00:00:00Z,10,0.159,5.134000645786245
