DateTime,Tot_V,PHS_sed_frp,Sim,Lake
2003-11-09T05:00:00Z,189802331.3271244,6.31419389594634e-10,0,Sunapee
2003-11-10T05:00:00Z,189762396.1036062,6.210886439629056e-10,0,Sunapee
2003-11-11T05:00:00Z,189759772.49439594,6.151244760224727e-10,0,Sunapee
2003-11-12T05:00:00Z,189787739.95633373,6.128966717909376e-10,0,Sunapee
2003-11-13T05:00:00Z,189813031.32571104,6.225297961534497e-10,0,Sunapee
2003-11-14T05:00:00Z,189899438.6162196,6.25379397629744e-10,0,Sunapee
2003-11-15T05:00:00Z,189738427.828346,6.050834293446883e-10,0,Sunapee
2003-11-16T05:00:00Z,189613972.47254527,5.798902480555142e-10,0,Sunapee
2003-11-17T05:00:00Z,188780250.7151221,5.69090369089677e-10,0,Sunapee
2003-11-18T05:00:00Z,187975698.9587506,5.668695355967735e-10,0,Sunapee
2003-11-19T05:00:00Z,187993518.46682936,5.669951441445932e-10,0,Sunapee
2003-11-20T05:00:00Z,188076747.76819608,5.649212452564658e-10,0,Sunapee
2003-11-21T05:00:00Z,188563823.63543952,5.688642107531979e-10,0,Sunapee
2003-11-22T05:00:00Z,188306319.20063627,5.680218164202208e-10,0,Sunapee
2003-11-23T05:00:00Z,188054057.51700413,5.670738846069395e-10,0,Sunapee
2003-11-24T05:00:00Z,188065970.18851113,5.647599366210957e-10,0,Sunapee
2003-11-25T05:00:00Z,188072661.69258535,5.609052329053379e-10,0,Sunapee
2003-11-26T05:00:00Z,188113197.58794618,5.566544058666938e-10,0,Sunapee
2003-11-27T05:00:00Z,188106017.8853777,5.535661940299594e-10,0,Sunapee
2003-11-28T05:00:00Z,187289382.26859686,5.549018009286638e-10,0,Sunapee
2003-11-29T05:00:00Z,186589573.9398776,5.549706563937991e-10,0,Sunapee
2003-11-30T05:00:00Z,186891338.9821105,5.503362756806887e-10,0,Sunapee
2003-12-01T05:00:00Z,186674245.43476248,5.373117797579677e-10,0,Sunapee
2003-12-02T05:00:00Z,186470285.64671353,5.297052316008147e-10,0,Sunapee
2003-12-03T05:00:00Z,186477834.316391,5.13703292751065e-10,0,Sunapee
2003-12-04T05:00:00Z,186418922.44236055,4.875954706612387e-10,0,Sunapee
2003-12-05T05:00:00Z,186394589.07283655,4.731428475898448e-10,0,Sunapee
2003-12-06T05:00:00Z,186402749.36932647,4.513558824585793e-10,0,Sunapee
2003-12-07T05:00:00Z,186637784.65516368,4.4906761362116396e-10,0,Sunapee
2003-12-08T05:00:00Z,186861690.46188807,4.327252670591895e-10,0,Sunapee
2003-12-09T05:00:00Z,186578895.03079712,4.1450155489930897e-10,0,Sunapee
2003-12-10T05:00:00Z,186358021.93001634,3.887468444772903e-10,0,Sunapee
2003-12-11T05:00:00Z,185382239.5928421,3.980117493838997e-10,0,Sunapee
2003-12-12T05:00:00Z,185486110.64786267,4.0093375441666764e-10,0,Sunapee
2003-12-13T05:00:00Z,185465075.68609783,4.1160632302851784e-10,0,Sunapee
2003-12-14T05:00:00Z,184896675.69384223,4.1733993917378545e-10,0,Sunapee
2003-12-15T05:00:00Z,184475886.1189561,4.2242002149367996e-10,0,Sunapee
2003-12-16T05:00:00Z,185180852.89406663,4.362617852147195e-10,0,Sunapee
2003-12-17T05:00:00Z,185607042.30265224,4.3112850618038244e-10,0,Sunapee
2003-12-18T05:00:00Z,185384404.82335544,4.3544407448795437e-10,0,Sunapee
2003-12-19T05:00:00Z,187986662.48687688,4.348665322571012e-10,0,Sunapee
2003-12-20T05:00:00Z,188303707.93203956,4.376187575481494e-10,0,Sunapee
2003-12-21T05:00:00Z,188679758.9445106,4.397944706017652e-10,0,Sunapee
2003-12-22T05:00:00Z,188520626.00278074,4.4199424744077174e-10,0,Sunapee
2003-12-23T05:00:00Z,188500610.8338059,4.445100564899434e-10,0,Sunapee
2003-12-24T05:00:00Z,188608952.34098995,4.4588228827539747e-10,0,Sunapee
2003-12-25T05:00:00Z,187910925.2158232,4.418753569743933e-10,0,Sunapee
2003-12-26T05:00:00Z,188024886.69718438,4.449606819420022e-10,0,Sunapee
2003-12-27T05:00:00Z,187883666.61534822,4.403881490037149e-10,0,Sunapee
2003-12-28T05:00:00Z,187639121.46258855,4.5200727393570055e-10,0,Sunapee
2003-12-29T05:00:00Z,187495861.2684791,4.5706077778293353e-10,0,Sunapee
2003-12-30T05:00:00Z,187456144.52733356,4.5975126415870685e-10,0,Sunapee
2003-12-31T05:00:00Z,187523472.8608204,4.5563946883671404e-10,0,Sunapee
2004-01-01T05:00:00Z,187541180.42753795,4.629205945614127e-10,0,Sunapee
2004-01-02T05:00:00Z,187521209.4260574,4.6358267129689395e-10,0,Sunapee
2004-01-03T05:00:00Z,187504655.28314415,4.562078537015557e-10,0,Sunapee
2004-01-04T05:00:00Z,186796731.10383862,4.568029778005899e-10,0,Sunapee
2004-01-05T05:00:00Z,186102161.26592588,4.658562850711593e-10,0,Sunapee
2004-01-06T05:00:00Z,186073438.16478798,4.6283758651625615e-10,0,Sunapee
2004-01-07T05:00:00Z,185996942.84434456,4.705715092030322e-10,0,Sunapee
2004-01-08T05:00:00Z,185678233.81993797,4.826453044742813e-10,0,Sunapee
2004-01-09T05:00:00Z,185310774.16490364,4.755604690901176e-10,0,Sunapee
2004-01-10T05:00:00Z,184922577.4133972,4.792912341226624e-10,0,Sunapee
2004-01-11T05:00:00Z,183756762.89342958,4.818203661058536e-10,0,Sunapee
2004-01-12T05:00:00Z,182707601.6404554,4.833885332156227e-10,0,Sunapee
2004-01-13T05:00:00Z,182714951.64089736,4.828404510156915e-10,0,Sunapee
2004-01-14T05:00:00Z,182655317.583568,4.848061196801363e-10,0,Sunapee
2004-01-15T05:00:00Z,182327374.49395615,5.012589844911052e-10,0,Sunapee
2004-01-16T05:00:00Z,182118112.92170465,4.909908680912973e-10,0,Sunapee
2004-01-17T05:00:00Z,181833290.0599304,4.92968878299787e-10,0,Sunapee
2004-01-18T05:00:00Z,181689491.1430096,4.949184262026889e-10,0,Sunapee
2004-01-19T05:00:00Z,181722621.8671263,4.904829065004991e-10,0,Sunapee
2004-01-20T05:00:00Z,181668560.54248774,5.021066698908493e-10,0,Sunapee
2004-01-21T05:00:00Z,181539255.12511507,5.012202289381015e-10,0,Sunapee
2004-01-22T05:00:00Z,181426325.830371,5.030996443932267e-10,0,Sunapee
2004-01-23T05:00:00Z,181383140.67360073,5.022956594364299e-10,0,Sunapee
2004-01-24T05:00:00Z,180446205.9027878,5.103099723706259e-10,0,Sunapee
2004-01-25T05:00:00Z,180279447.33816218,5.461020307153425e-10,0,Sunapee
2004-01-26T05:00:00Z,180886623.8874563,5.160099474472989e-10,0,Sunapee
2004-01-27T05:00:00Z,179934895.16017786,5.186520409565302e-10,0,Sunapee
2004-01-28T05:00:00Z,180069619.2402731,5.170898310797976e-10,0,Sunapee
2004-01-29T05:00:00Z,180308508.2661372,5.244806666416071e-10,0,Sunapee
2004-01-30T05:00:00Z,180274052.08867928,5.305011000792755e-10,0,Sunapee
2004-01-31T05:00:00Z,180180723.45960057,5.350491395867766e-10,0,Sunapee
2004-02-01T05:00:00Z,180122004.57441807,5.367087316646892e-10,0,Sunapee
2004-02-02T05:00:00Z,180097633.0537427,5.516406041979438e-10,0,Sunapee
2004-02-03T05:00:00Z,180128191.82756028,5.349773473801931e-10,0,Sunapee
2004-02-04T05:00:00Z,180159643.5437058,5.373669149788828e-10,0,Sunapee
2004-02-05T05:00:00Z,180310959.3449234,5.395835551350787e-10,0,Sunapee
2004-02-06T05:00:00Z,180189330.5212118,5.427725065991752e-10,0,Sunapee
2004-02-07T05:00:00Z,180164782.08911473,5.37416856432075e-10,0,Sunapee
2004-02-08T05:00:00Z,180299172.56499088,5.336881173958502e-10,0,Sunapee
2004-02-09T05:00:00Z,180148501.29209217,5.523293933327002e-10,0,Sunapee
2004-02-10T05:00:00Z,180073197.70808217,5.513200605474978e-10,0,Sunapee
2004-02-11T05:00:00Z,180362541.37710926,5.544422108063011e-10,0,Sunapee
2004-02-12T05:00:00Z,180433226.31629106,5.589373581597193e-10,0,Sunapee
2004-02-13T05:00:00Z,180394485.1856732,5.633853064719936e-10,0,Sunapee
2004-02-14T05:00:00Z,180523105.31769904,5.608726313940832e-10,0,Sunapee
2004-02-15T05:00:00Z,180585277.45881277,5.648692253012936e-10,0,Sunapee
2004-02-16T05:00:00Z,180586760.53017786,5.686079554231795e-10,0,Sunapee
2004-02-17T05:00:00Z,180508865.0374642,5.723221179805227e-10,0,Sunapee
2004-02-18T05:00:00Z,180515299.6191138,5.757639583030553e-10,0,Sunapee
2004-02-19T05:00:00Z,180622311.59845257,5.795564389979094e-10,0,Sunapee
2004-02-20T05:00:00Z,179838733.8022126,5.832266909809049e-10,0,Sunapee
2004-02-21T05:00:00Z,180087275.2297581,5.862933499786457e-10,0,Sunapee
2004-02-22T05:00:00Z,180436571.35375407,5.771353149301681e-10,0,Sunapee
2004-02-23T05:00:00Z,180588369.71122813,5.802905975273155e-10,0,Sunapee
2004-02-24T05:00:00Z,180652285.7822816,5.935307194136953e-10,0,Sunapee
2004-02-25T05:00:00Z,180648110.35176438,5.956551988510192e-10,0,Sunapee
2004-02-26T05:00:00Z,180681160.59361452,5.998779795224482e-10,0,Sunapee
2004-02-27T05:00:00Z,180693098.85751092,6.055036776286999e-10,0,Sunapee
2004-02-28T05:00:00Z,180715008.6651938,6.093581885298815e-10,0,Sunapee
2004-02-29T05:00:00Z,180821347.525827,6.138529945458783e-10,0,Sunapee
2004-03-01T05:00:00Z,181033178.77844766,6.176611426512522e-10,0,Sunapee
2004-03-02T05:00:00Z,181306757.62645465,6.240961022342982e-10,0,Sunapee
2004-03-03T05:00:00Z,181625272.96734977,6.238131792150323e-10,0,Sunapee
2004-03-04T05:00:00Z,181942412.549294,6.309927033941601e-10,0,Sunapee
2004-03-05T05:00:00Z,182152732.7584635,6.222880133265492e-10,0,Sunapee
2004-03-06T05:00:00Z,182426355.0912232,6.119281008350615e-10,0,Sunapee
2004-03-07T05:00:00Z,183036792.86849976,6.135094788615096e-10,0,Sunapee
2004-03-08T05:00:00Z,183210392.51676548,6.41061576963035e-10,0,Sunapee
2004-03-09T05:00:00Z,183451100.36744803,6.458435566435229e-10,0,Sunapee
2004-03-10T05:00:00Z,184483096.41351357,6.675632777452744e-10,0,Sunapee
2004-03-11T05:00:00Z,185570254.7320097,6.844755424221177e-10,0,Sunapee
2004-03-12T05:00:00Z,185708792.3116294,6.658855709401911e-10,0,Sunapee
2004-03-13T05:00:00Z,185790066.40518308,6.512614159677058e-10,0,Sunapee
2004-03-14T05:00:00Z,185799858.40563533,6.717531460255539e-10,0,Sunapee
2004-03-15T05:00:00Z,185797401.83411944,6.780103768168918e-10,0,Sunapee
2004-03-16T05:00:00Z,186048832.5174245,6.827682001900588e-10,0,Sunapee
2004-03-17T05:00:00Z,186210364.96365464,6.898440654261543e-10,0,Sunapee
2004-03-18T05:00:00Z,186272578.69268322,6.778417442592582e-10,0,Sunapee
2004-03-19T05:00:00Z,186368757.91947514,6.954350409450227e-10,0,Sunapee
2004-03-20T05:00:00Z,186489849.6269005,6.917441110452563e-10,0,Sunapee
2004-03-21T05:00:00Z,186630031.4242974,7.065232252458381e-10,0,Sunapee
2004-03-22T05:00:00Z,186896633.15381438,7.103788614305859e-10,0,Sunapee
2004-03-23T05:00:00Z,186681802.77106595,7.705146684984744e-10,0,Sunapee
2004-03-24T05:00:00Z,186557685.79549208,7.764881716301623e-10,0,Sunapee
2004-03-25T05:00:00Z,186823362.54635832,8.253502899004793e-10,0,Sunapee
2004-03-26T05:00:00Z,187719604.15756604,7.225904096965191e-10,0,Sunapee
2004-03-27T05:00:00Z,187741922.15548354,7.213192160143749e-10,0,Sunapee
2004-03-28T05:00:00Z,187862961.84586746,7.113278357315383e-10,0,Sunapee
2004-03-29T05:00:00Z,187800537.18504086,7.107355434678134e-10,0,Sunapee
2004-03-30T05:00:00Z,188553946.74818477,7.094341405351041e-10,0,Sunapee
2004-03-31T05:00:00Z,189364258.0380262,7.076726306923439e-10,0,Sunapee
2004-04-01T05:00:00Z,189696299.29146573,6.97667249244677e-10,0,Sunapee
2004-04-02T05:00:00Z,189984939.30573484,6.828672522502083e-10,0,Sunapee
2004-04-03T05:00:00Z,190914043.24790233,6.677327185039217e-10,0,Sunapee
2004-04-04T05:00:00Z,192176517.09327054,7.111622816690483e-10,0,Sunapee
2004-04-05T05:00:00Z,193612633.31238136,6.97735589398214e-10,0,Sunapee
2004-04-06T05:00:00Z,194356633.7884455,6.393899590203796e-10,0,Sunapee
2004-04-07T05:00:00Z,195079177.65087882,6.094332896791207e-10,0,Sunapee
2004-04-08T05:00:00Z,195866417.749651,6.059980923792637e-10,0,Sunapee
2004-04-09T05:00:00Z,195870971.02321497,6.266374198694748e-10,0,Sunapee
2004-04-10T05:00:00Z,195872191.99555072,6.1248529861341e-10,0,Sunapee
