DateTime,Tot_V,PHS_sed_frp,Sim,Lake
2004-04-11T05:00:00Z,195856361.1809633,6.061799105526994e-10,0,Sunapee
2004-04-12T05:00:00Z,195863887.30181617,6.205963681273344e-10,0,Sunapee
2004-04-13T05:00:00Z,195875688.4227788,6.369349497949593e-10,0,Sunapee
2004-04-14T05:00:00Z,196313624.66349736,6.185763217500619e-10,0,Sunapee
2004-04-15T05:00:00Z,196506540.50204045,6.33904433762549e-10,0,Sunapee
2004-04-16T05:00:00Z,196179504.7568243,6.335891735638804e-10,0,Sunapee
2004-04-17T05:00:00Z,196730225.82774642,6.412315783361827e-10,0,Sunapee
2004-04-18T05:00:00Z,197564730.70596924,6.725348245087298e-10,0,Sunapee
2004-04-19T05:00:00Z,197593731.45753768,6.963223174399627e-10,0,Sunapee
2004-04-20T05:00:00Z,197622410.67057472,6.98227176275243e-10,0,Sunapee
2004-04-21T05:00:00Z,196796667.24738738,7.24709873378105e-10,0,Sunapee
2004-04-22T05:00:00Z,195945137.5762781,7.220881980143642e-10,0,Sunapee
2004-04-23T05:00:00Z,195958075.4686799,7.496432405900385e-10,0,Sunapee
2004-04-24T05:00:00Z,196092748.1484343,7.557065248399265e-10,0,Sunapee
2004-04-25T05:00:00Z,196036691.3791427,7.608878185425413e-10,0,Sunapee
2004-04-26T05:00:00Z,196809105.55013788,7.662308662447943e-10,0,Sunapee
2004-04-27T05:00:00Z,198075600.52669868,7.766689442790481e-10,0,Sunapee
2004-04-28T05:00:00Z,197964036.2235699,8.084796964027324e-10,0,Sunapee
2004-04-29T05:00:00Z,197709937.58182776,7.905945840900783e-10,0,Sunapee
2004-04-30T05:00:00Z,197622430.2933921,8.167032307653549e-10,0,Sunapee
2004-05-01T05:00:00Z,197643421.12047058,8.736317051025288e-10,0,Sunapee
2004-05-02T05:00:00Z,197669664.25569293,9.072905915082099e-10,0,Sunapee
2004-05-03T05:00:00Z,197698583.98879457,9.342052352349743e-10,0,Sunapee
2004-05-04T05:00:00Z,197914809.19399357,9.503118596195062e-10,0,Sunapee
2004-05-05T05:00:00Z,198047923.48732108,9.100564341762448e-10,0,Sunapee
2004-05-06T05:00:00Z,198685131.21235344,9.157431101531691e-10,0,Sunapee
2004-05-07T05:00:00Z,199384682.77331316,9.574065225375894e-10,0,Sunapee
2004-05-08T05:00:00Z,199386603.6527093,9.633900975279465e-10,0,Sunapee
2004-05-09T05:00:00Z,199358582.10912454,9.778076935356497e-10,0,Sunapee
2004-05-10T05:00:00Z,199365308.30834782,9.83250169848224e-10,0,Sunapee
2004-05-11T05:00:00Z,199385947.10760787,9.919852210883317e-10,0,Sunapee
2004-05-12T05:00:00Z,199453744.06919184,1.0646533620327284e-9,0,Sunapee
2004-05-13T05:00:00Z,199451865.8061318,1.1934844788832394e-9,0,Sunapee
2004-05-14T05:00:00Z,199446229.7349389,1.1504562152075321e-9,0,Sunapee
2004-05-15T05:00:00Z,199458711.73088306,1.2451214598688359e-9,0,Sunapee
2004-05-16T05:00:00Z,199492114.65115684,1.3481336056281194e-9,0,Sunapee
2004-05-17T05:00:00Z,199739534.71613842,1.3939052287914842e-9,0,Sunapee
2004-05-18T05:00:00Z,199625752.94804078,1.4443214780838752e-9,0,Sunapee
2004-05-19T05:00:00Z,199688063.90907818,1.4388358349965045e-9,0,Sunapee
2004-05-20T05:00:00Z,199743494.054969,1.5171512195479983e-9,0,Sunapee
2004-05-21T05:00:00Z,199605592.5566321,1.543005790334261e-9,0,Sunapee
2004-05-22T05:00:00Z,200369021.90275368,1.6144063624576635e-9,0,Sunapee
2004-05-23T05:00:00Z,201283906.84482363,1.5719739043791871e-9,0,Sunapee
2004-05-24T05:00:00Z,201593834.62201402,1.5946842483146948e-9,0,Sunapee
2004-05-25T05:00:00Z,201828523.50401002,1.5733680771080898e-9,0,Sunapee
2004-05-26T05:00:00Z,201587035.6679029,1.6000337448683258e-9,0,Sunapee
2004-05-27T05:00:00Z,201276353.30050045,1.5058779678659663e-9,0,Sunapee
2004-05-28T05:00:00Z,202107736.15775687,1.7877589882235669e-9,0,Sunapee
2004-05-29T05:00:00Z,203125123.3436177,1.591247622565047e-9,0,Sunapee
2004-05-30T05:00:00Z,202881569.1277692,1.4943746238576105e-9,0,Sunapee
2004-05-31T05:00:00Z,201850045.1529768,1.4610701853442247e-9,0,Sunapee
2004-06-01T05:00:00Z,200976803.05086342,1.50448255303832e-9,0,Sunapee
2004-06-02T05:00:00Z,201059450.92633408,1.4334792727844264e-9,0,Sunapee
2004-06-03T05:00:00Z,201072188.38859573,1.4411674867579048e-9,0,Sunapee
2004-06-04T05:00:00Z,200248986.19241607,1.4473272075012524e-9,0,Sunapee
2004-06-05T05:00:00Z,199319097.17119664,1.500235802439097e-9,0,Sunapee
2004-06-06T05:00:00Z,199262467.6109949,1.519669507807799e-9,0,Sunapee
2004-06-07T05:00:00Z,199217967.52996475,1.4747544596114533e-9,0,Sunapee
2004-06-08T05:00:00Z,199229135.30514932,1.7227522950581217e-9,0,Sunapee
2004-06-09T05:00:00Z,199247323.0363455,1.6758926088814102e-9,0,Sunapee
2004-06-10T05:00:00Z,199486246.8512389,1.7401458541186716e-9,0,Sunapee
2004-06-11T05:00:00Z,199553698.14891127,1.7708208753857527e-9,0,Sunapee
2004-06-12T05:00:00Z,199357391.0823262,1.729624592795216e-9,0,Sunapee
2004-06-13T05:00:00Z,199182738.44180343,1.7451392095689876e-9,0,Sunapee
2004-06-14T05:00:00Z,199170561.3299385,1.7373890017205893e-9,0,Sunapee
2004-06-15T05:00:00Z,199168621.54338372,1.7862472723183045e-9,0,Sunapee
2004-06-16T05:00:00Z,199186344.3774809,1.8813102958397163e-9,0,Sunapee
2004-06-17T05:00:00Z,199186385.4255975,2.0164805691543223e-9,0,Sunapee
2004-06-18T05:00:00Z,199250792.41598767,2.059273904125904e-9,0,Sunapee
2004-06-19T05:00:00Z,199286367.7355563,2.111261362466483e-9,0,Sunapee
2004-06-20T05:00:00Z,198420680.2328166,2.017062894607007e-9,0,Sunapee
2004-06-21T05:00:00Z,197455463.79995495,1.9145351525814702e-9,0,Sunapee
2004-06-22T05:00:00Z,197406809.27631593,1.931919567767948e-9,0,Sunapee
2004-06-23T05:00:00Z,197488939.41148952,1.9038524882480545e-9,0,Sunapee
2004-06-24T05:00:00Z,197478671.39228383,1.962146913758702e-9,0,Sunapee
2004-06-25T05:00:00Z,197435246.3535501,1.990260377268848e-9,0,Sunapee
2004-06-26T05:00:00Z,197388930.7281788,2.157814569650945e-9,0,Sunapee
2004-06-27T05:00:00Z,197593329.21011353,2.0304947237038795e-9,0,Sunapee
2004-06-28T05:00:00Z,197433488.0237858,1.980159918530341e-9,0,Sunapee
2004-06-29T05:00:00Z,197302002.64992344,2.02051937064157e-9,0,Sunapee
2004-06-30T05:00:00Z,197522846.12826785,2.0418120153328947e-9,0,Sunapee
2004-07-01T05:00:00Z,197399860.4983544,2.0841589849802294e-9,0,Sunapee
2004-07-02T05:00:00Z,197303507.71282524,2.1822740941491933e-9,0,Sunapee
2004-07-03T05:00:00Z,197393448.46060738,2.222827434321637e-9,0,Sunapee
2004-07-04T05:00:00Z,197318882.12483287,2.3613090691473312e-9,0,Sunapee
2004-07-05T05:00:00Z,197258202.48883337,2.441910221350753e-9,0,Sunapee
2004-07-06T05:00:00Z,197292725.7193971,2.386369094201823e-9,0,Sunapee
2004-07-07T05:00:00Z,197296014.3431725,2.3940199570898105e-9,0,Sunapee
2004-07-08T05:00:00Z,197249224.9989929,2.6581695219440763e-9,0,Sunapee
2004-07-09T05:00:00Z,197365185.31215551,2.50021089171068e-9,0,Sunapee
2004-07-10T05:00:00Z,197552714.3561327,2.4911263072270012e-9,0,Sunapee
2004-07-11T05:00:00Z,197318003.12779495,2.478825087136256e-9,0,Sunapee
2004-07-12T05:00:00Z,197147852.31319785,2.6642534448481045e-9,0,Sunapee
2004-07-13T05:00:00Z,197124401.36071622,2.567807404057574e-9,0,Sunapee
2004-07-14T05:00:00Z,197175846.09693068,2.488376688825579e-9,0,Sunapee
2004-07-15T05:00:00Z,197180245.03365728,2.479734405374285e-9,0,Sunapee
2004-07-16T05:00:00Z,197195944.58083227,2.4935313398034114e-9,0,Sunapee
2004-07-17T05:00:00Z,197120167.8031971,2.527970781345833e-9,0,Sunapee
2004-07-18T05:00:00Z,197067917.2818421,2.6240342669891617e-9,0,Sunapee
2004-07-19T05:00:00Z,197052771.29741225,2.6178913590183585e-9,0,Sunapee
2004-07-20T05:00:00Z,197212096.48490703,2.739132266824107e-9,0,Sunapee
2004-07-21T05:00:00Z,197181518.1073861,2.9385313302957313e-009,0,Sunapee
2004-07-22T05:00:00Z,197072229.45188957,3.091273703122173e-9,0,Sunapee
2004-07-23T05:00:00Z,197020544.53637934,2.8969783516997192e-9,0,Sunapee
2004-07-24T05:00:00Z,197282155.12671545,2.942791335065128e-9,0,Sunapee
2004-07-25T05:00:00Z,197264516.22524145,2.9389183827158824e-9,0,Sunapee
2004-07-26T05:00:00Z,197086206.22137812,2.9617739584819235e-9,0,Sunapee
2004-07-27T05:00:00Z,196930546.8829947,2.8474351815302914e-009,0,Sunapee
2004-07-28T05:00:00Z,197217012.97893625,2.7698689938271892e-9,0,Sunapee
2004-07-29T05:00:00Z,197381367.39033306,2.761719165119037e-9,0,Sunapee
2004-07-30T05:00:00Z,197970633.0084126,2.849988912856558e-9,0,Sunapee
2004-07-31T05:00:00Z,198597976.3212904,2.8957994756872085e-9,0,Sunapee
2004-08-01T05:00:00Z,197730798.9761736,2.879729260477241e-9,0,Sunapee
2004-08-02T05:00:00Z,197116309.84630886,2.920700114340789e-9,0,Sunapee
2004-08-03T05:00:00Z,196996938.3690792,3.2742361771525383e-9,0,Sunapee
2004-08-04T05:00:00Z,196875317.2826592,3.0480338491897053e-9,0,Sunapee
2004-08-05T05:00:00Z,196875334.39853352,3.047742187935557e-9,0,Sunapee
2004-08-06T05:00:00Z,196830893.82080734,2.9743293703771095e-9,0,Sunapee
2004-08-07T05:00:00Z,196744812.52313682,2.8925526463270603e-9,0,Sunapee
2004-08-08T05:00:00Z,196676409.2848077,2.805427421707392e-9,0,Sunapee
2004-08-09T05:00:00Z,196623502.76966593,2.7462709594733957e-9,0,Sunapee
2004-08-10T05:00:00Z,196572187.49266508,2.7091395338163717e-9,0,Sunapee
2004-08-11T05:00:00Z,195707081.62154955,2.6634840936843044e-9,0,Sunapee
2004-08-12T05:00:00Z,194905709.84713706,2.6382105471644186e-9,0,Sunapee
2004-08-13T05:00:00Z,194949056.1832839,2.6160921906301717e-9,0,Sunapee
2004-08-14T05:00:00Z,195122181.27898493,2.5877060722313594e-9,0,Sunapee
2004-08-15T05:00:00Z,195036580.2574668,2.7015179475807934e-9,0,Sunapee
2004-08-16T05:00:00Z,194901227.88987055,2.5811376666819612e-9,0,Sunapee
2004-08-17T05:00:00Z,195106566.4240621,2.624639360225128e-9,0,Sunapee
2004-08-18T05:00:00Z,195137793.85544223,2.7118323763404582e-9,0,Sunapee
2004-08-19T05:00:00Z,194907480.43610907,2.6435421935501663e-9,0,Sunapee
2004-08-20T05:00:00Z,194757782.85431674,2.6735269202641646e-9,0,Sunapee
2004-08-21T05:00:00Z,194749122.34054637,2.7605091091385596e-9,0,Sunapee
2004-08-22T05:00:00Z,195323632.0055415,2.6563861436358094e-009,0,Sunapee
2004-08-23T05:00:00Z,195048884.47099492,2.7520037136115522e-9,0,Sunapee
2004-08-24T05:00:00Z,194718598.81146434,2.656305950315695e-9,0,Sunapee
2004-08-25T05:00:00Z,194645636.64903218,2.639568213257808e-9,0,Sunapee
2004-08-26T05:00:00Z,194610326.10009494,2.5864541029005576e-9,0,Sunapee
2004-08-27T05:00:00Z,194574242.1706118,2.577911808565521e-9,0,Sunapee
2004-08-28T05:00:00Z,194563213.1765325,2.606189286278769e-9,0,Sunapee
2004-08-29T05:00:00Z,194572882.61910683,2.7135816754229964e-9,0,Sunapee
2004-08-30T05:00:00Z,194621091.55336767,2.740908576378499e-9,0,Sunapee
2004-08-31T05:00:00Z,194626760.0533599,2.800357180544308e-9,0,Sunapee
2004-09-01T05:00:00Z,194879570.02904958,2.8498776697580156e-9,0,Sunapee
2004-09-02T05:00:00Z,194675541.976988,2.6831242095358963e-9,0,Sunapee
2004-09-03T05:00:00Z,194504854.47054416,2.657580407618601e-9,0,Sunapee
2004-09-04T05:00:00Z,194472813.1951389,2.6146284866861298e-9,0,Sunapee
2004-09-05T05:00:00Z,193628686.96400845,2.681680880932049e-9,0,Sunapee
2004-09-06T05:00:00Z,192739445.10161322,2.517857811001368e-9,0,Sunapee
2004-09-07T05:00:00Z,192690925.84232166,2.4864145738672606e-9,0,Sunapee
2004-09-08T05:00:00Z,192664667.76355913,2.4558761009485247e-9,0,Sunapee
2004-09-09T05:00:00Z,192796294.65319788,2.4740186573610402e-9,0,Sunapee
2004-09-10T05:00:00Z,193380052.88940987,2.3819238618168466e-9,0,Sunapee
2004-09-11T05:00:00Z,193115432.2559321,2.3113956461257656e-9,0,Sunapee
2004-09-12T05:00:00Z,192685079.76082093,2.4758563230900477e-9,0,Sunapee
2004-09-13T05:00:00Z,192580245.64743635,2.360865912893769e-9,0,Sunapee
2004-09-14T05:00:00Z,192557680.58845085,2.316311912453077e-9,0,Sunapee
2004-09-15T05:00:00Z,192528490.33276045,2.283125077883281e-9,0,Sunapee
2004-09-16T05:00:00Z,192654929.83637047,2.274693377085822e-9,0,Sunapee
2004-09-17T05:00:00Z,192578202.66191167,2.267721455372021e-9,0,Sunapee
2004-09-18T05:00:00Z,192528099.32879728,2.252443404177784e-9,0,Sunapee
2004-09-19T05:00:00Z,193345802.06119016,2.137596153899663e-9,0,Sunapee
2004-09-20T05:00:00Z,193632570.91252494,2.043668038813108e-9,0,Sunapee
2004-09-21T05:00:00Z,193963523.12515664,1.967403415699001e-9,0,Sunapee
2004-09-22T05:00:00Z,193939242.84877908,1.9765237703704075e-9,0,Sunapee
2004-09-23T05:00:00Z,193932100.304159,1.9519334253072556e-9,0,Sunapee
2004-09-24T05:00:00Z,193916234.47833088,1.954647074800377e-9,0,Sunapee
2004-09-25T05:00:00Z,193918326.16757816,2.0019555873663194e-9,0,Sunapee
2004-09-26T05:00:00Z,193918194.01094887,1.9626394619995543e-9,0,Sunapee
2004-09-27T05:00:00Z,193903592.18538612,1.9209646305028275e-9,0,Sunapee
2004-09-28T05:00:00Z,193901057.86176047,1.9504306843009707e-9,0,Sunapee
2004-09-29T05:00:00Z,194039754.70135587,1.9067825751349064e-9,0,Sunapee
2004-09-30T05:00:00Z,193961041.6800382,1.878617314600948e-9,0,Sunapee
2004-10-01T05:00:00Z,193903130.80249742,1.8575329699520067e-9,0,Sunapee
2004-10-02T05:00:00Z,193963425.90995353,1.902350997521446e-9,0,Sunapee
