DateTime,Tot_V,NIT_sed_nit,NIT_denit_1,NIT_sed_amm,PHY_CYANONPCH2_1,Sim,Lake
2003-11-09T05:00:00Z,488637083.6062825,-4.576351325170571e-5,5.570625878414845e-8,5.141656324440665e-6,0.4065017161791617,0,Mendota
2003-11-10T05:00:00Z,488482127.06596065,-4.445712994395669e-5,5.549476164508716e-8,5.123004144690784e-6,0.038637005532288334,0,Mendota
2003-11-11T05:00:00Z,488199067.0960179,-4.325719547233004e-5,5.578722524133892e-8,5.151166678926195e-6,0.038507598798097946,0,Mendota
2003-11-12T05:00:00Z,487876144.64479655,-4.287297975722519e-5,5.700675308825216e-8,5.264920151285243e-6,0.038615066602558666,0,Mendota
2003-11-13T05:00:00Z,487550475.17168665,-4.212360518354624e-5,5.8044019730077645e-8,5.362124884671407e-6,0.03848105392939283,0,Mendota
2003-11-14T05:00:00Z,487011705.32246315,-4.000594466574136e-5,5.7249972293531834e-8,5.290292865275557e-6,0.03848528306899391,0,Mendota
2003-11-15T05:00:00Z,486656780.5138,-3.9003058626002205e-5,5.678222278155937e-8,5.247773707208912e-6,0.03838177672430679,0,Mendota
2003-11-16T05:00:00Z,486324910.0858196,-3.8630949480168074e-5,5.712820224808364e-8,5.280404473934333e-6,0.03826121700359601,0,Mendota
2003-11-17T05:00:00Z,486058477.79982287,-3.848306863057538e-5,5.781315134817484e-8,5.344393340591253e-6,0.03826171612442927,0,Mendota
2003-11-18T05:00:00Z,485787070.01896113,-3.830486646249573e-5,5.819300131139907e-8,5.379996648841126e-6,0.03803395073519727,0,Mendota
2003-11-19T05:00:00Z,486108099.72353476,-3.847117859792125e-5,5.888394714366656e-8,5.444209343479903e-6,0.03780388330306538,0,Mendota
2003-11-20T05:00:00Z,485822665.7968326,-3.787497970883508e-5,5.8510080341701e-8,5.4100571066638105e-6,0.0378119610757937,0,Mendota
2003-11-21T05:00:00Z,485552774.6058343,-3.7413569532098195e-5,5.795433360443102e-8,5.358791760489001e-6,0.037813982192256373,0,Mendota
2003-11-22T05:00:00Z,485129762.66236365,-3.67372840485532e-5,5.7246258376134944e-8,5.293582181895399e-6,0.03778623526209833,0,Mendota
2003-11-23T05:00:00Z,484623711.001147,-3.6164144555391055e-5,5.628531188582901e-8,5.204670600092439e-6,0.03762014152119615,0,Mendota
2003-11-24T05:00:00Z,485930944.3099348,-3.627459846708916e-5,5.679929828131261e-8,5.2524649546530055e-6,0.037506136688729916,0,Mendota
2003-11-25T05:00:00Z,485383893.89557296,-3.4566351920036136e-5,5.299569781802737e-8,4.899869388606652e-6,0.03734476241080384,0,Mendota
2003-11-26T05:00:00Z,485078946.9301189,-3.3384156984375515e-5,5.0806432873360317e-8,4.697169061268125e-6,0.03734108702481602,0,Mendota
2003-11-27T05:00:00Z,484865767.5402129,-3.2822275431556765e-5,5.037619354584906e-8,4.657717199736718e-6,0.03731786774136883,0,Mendota
2003-11-28T05:00:00Z,484599040.7585422,-3.2558063708092e-5,5.0539816450749114e-8,4.6732852002851455e-6,0.03729875284269371,0,Mendota
2003-11-29T05:00:00Z,484171075.80678385,-3.1507081211287785e-5,4.837266003377024e-8,4.472484604620284e-6,0.03712573928475108,0,Mendota
2003-11-30T05:00:00Z,483675259.81034493,-3.0649833726265174e-5,4.628157552719441e-8,4.278562274518745e-6,0.03708413723645472,0,Mendota
2003-12-01T05:00:00Z,483240337.50350213,-3.023300941952277e-5,4.561332961391109e-8,4.2167561812151694e-6,0.037098838408858276,0,Mendota
2003-12-02T05:00:00Z,482741975.2120369,-2.9378273043893704e-5,4.322375856798491e-8,3.995043236862907e-6,0.03713199699294984,0,Mendota
2003-12-03T05:00:00Z,482338445.74140155,-2.87408653971961e-5,4.243850510548711e-8,3.9225770568744736e-6,0.03708127053502172,0,Mendota
2003-12-04T05:00:00Z,481966520.7379265,-2.8379624837178983e-5,4.214303354160153e-8,3.895443054685308e-6,0.03704343638913234,0,Mendota
2003-12-05T05:00:00Z,481720912.3826122,-2.8054237392354244e-5,4.189378676459372e-8,3.872578502053006e-6,0.036927196241810796,0,Mendota
2003-12-06T05:00:00Z,481658135.81222606,-2.7860787005162375e-5,4.154725327997606e-8,3.840502750416314e-6,0.036934497629749305,0,Mendota
2003-12-07T05:00:00Z,481553987.00164866,-2.7583782999513886e-5,4.133346399167629e-8,3.8208896574935815e-6,0.03704169738562873,0,Mendota
2003-12-08T05:00:00Z,481435432.22189283,-2.7226131604295475e-5,4.073316465463071e-8,3.7653496082869457e-6,0.03697153489597346,0,Mendota
2003-12-09T05:00:00Z,481332203.8320739,-2.7067793710650827e-5,4.027616350641788e-8,3.7229413200807776e-6,0.03693903531175381,0,Mendota
2003-12-10T05:00:00Z,481302969.75854135,-2.6873395904424243e-5,4.0237327409959877e-8,3.719538521838638e-6,0.03682303208232862,0,Mendota
2003-12-11T05:00:00Z,482837203.39311945,-2.6637819637762456e-5,3.856922508779681e-8,3.5643882605413323e-6,0.036690953704727004,0,Mendota
2003-12-12T05:00:00Z,482702224.1908543,-2.5857140679872696e-5,3.654352184574782e-8,3.376549193563977e-6,0.036685349581781095,0,Mendota
2003-12-13T05:00:00Z,482717301.0673483,-2.5095616276592057e-5,3.548438598491184e-8,3.278697847679361e-6,0.036718378239897265,0,Mendota
2003-12-14T05:00:00Z,482725684.8652312,-2.4690148866822633e-5,3.5079439943691725e-8,3.2414026394674516e-6,0.03670936744993807,0,Mendota
2003-12-15T05:00:00Z,482694260.72319394,-2.4472725580993623e-5,3.4952829262693786e-8,3.2298338728618285e-6,0.03665148261211621,0,Mendota
2003-12-16T05:00:00Z,482602859.20258766,-2.4229646778672098e-5,3.431439680086e-8,3.170632774288686e-6,0.03666451412698238,0,Mendota
2003-12-17T05:00:00Z,482550910.8391182,-2.402834605140937e-5,3.3451899078929824e-8,3.0905358009402753e-6,0.03659639597166414,0,Mendota
2003-12-18T05:00:00Z,482417050.6569623,-2.362302011513391e-5,3.250059107256143e-8,3.002379936609387e-6,0.03661151060496592,0,Mendota
2003-12-19T05:00:00Z,482300430.2231034,-2.338206309353301e-5,3.224002221305742e-8,2.97835783591695e-6,0.03661679631526749,0,Mendota
2003-12-20T05:00:00Z,482126380.4181741,-2.292775936595092e-5,3.102497450218921e-8,2.865711147095618e-6,0.036645904587786084,0,Mendota
2003-12-21T05:00:00Z,481974390.0371235,-2.2408046180807438e-5,3.02862461307945e-8,2.7974523020526307e-6,0.03663463098426032,0,Mendota
2003-12-22T05:00:00Z,481817454.6922916,-2.2082743126077915e-5,2.9227110326641368e-8,2.6992110969467744e-6,0.036672178957811725,0,Mendota
2003-12-23T05:00:00Z,481728171.15202296,-2.1952155842626638e-5,2.90812147081581e-8,2.6857551419143187e-6,0.03665227175437073,0,Mendota
2003-12-24T05:00:00Z,481628288.8917586,-2.1753180101882724e-5,2.875881578978305e-8,2.6559413532252284e-6,0.03658004738989387,0,Mendota
2003-12-25T05:00:00Z,481511370.6652596,-2.1551136075989284e-5,2.843004740797868e-8,2.6255379569136184e-6,0.03656712182640889,0,Mendota
2003-12-26T05:00:00Z,481405936.6671087,-2.112130362724302e-5,2.789833268188728e-8,2.576457125853102e-6,0.0367101355759446,0,Mendota
2003-12-27T05:00:00Z,481302617.8663047,-2.103163668157895e-5,2.7874160480427353e-8,2.5742875939785914e-6,0.03669744800440002,0,Mendota
2003-12-28T05:00:00Z,481202249.1386504,-2.1094850227542686e-5,2.7694375109960868e-8,2.557509717564773e-6,0.036606228479752055,0,Mendota
2003-12-29T05:00:00Z,481343689.6996241,-2.125701378219605e-5,2.7373368347432584e-8,2.527519484853691e-6,0.03661064063057024,0,Mendota
2003-12-30T05:00:00Z,481251481.01846504,-2.1164382212747992e-5,2.7289652905858055e-8,2.5198127160790383e-6,0.036601796133919576,0,Mendota
2003-12-31T05:00:00Z,481129627.8837557,-2.09892560624328e-5,2.695858245349662e-8,2.4891749668559017e-6,0.03656964109961888,0,Mendota
2004-01-01T05:00:00Z,480984213.49203855,-2.0805847379295674e-5,2.633357902171144e-8,2.431217975348435e-6,0.036602739302889785,0,Mendota
2004-01-02T05:00:00Z,478830139.744146,-2.0628448791727634e-5,2.623854722957822e-8,2.4225257624839245e-6,0.03644562414757257,0,Mendota
2004-01-03T05:00:00Z,478624959.71737796,-2.085678064290553e-5,2.6778348179473148e-8,2.4725268207360055e-6,0.03646022345106448,0,Mendota
2004-01-04T05:00:00Z,478433147.1705652,-2.0931177472642214e-5,2.707727034928902e-8,2.5002597190548828e-6,0.036426967121323324,0,Mendota
