DateTime,Depth,DO_mgL,OXY_oxy
2010-06-02,13,10.1,315.625
2010-06-02,14,10.1,315.625
2010-06-02,15,10.2,318.75
2010-06-02,16,10.1,315.625
2010-06-02,17,10.1,315.625
2010-06-02,18,10.1,315.625
2010-06-02,19,10,312.5
2010-06-02,20,9.9,309.375
2010-06-02,21,9.9,309.375
2010-06-02,22,10.1,315.625
2010-06-02,23,10,312.5
2010-06-02,24,9.8,306.25
2010-06-02,25,9.8,306.25
2010-06-02,26,9.9,309.375
2010-06-02,27,9.8,306.25
2010-06-02,28,9.5,296.875
2010-07-12,0.5,7.71,240.9375
2010-07-12,1,7.74,241.875
2010-07-12,2,7.74,241.875
2010-07-12,3,7.81,244.0625
2010-07-12,4,7.84,245
2010-07-12,5,8.16,255
2010-07-12,6,8.34,260.625
2010-07-12,7,8.76,273.75
2010-07-12,8,9.03,282.1875
2010-07-12,9,9.16,286.25
2010-07-12,10,9.09,284.0625
2010-07-12,11,8.52,266.25
2010-07-12,12,8.21,256.5625
2010-07-12,13,8.07,252.1875
2010-07-12,14,7.92,247.5
2010-07-12,15,7.75,242.1875
2010-07-12,16,7.6,237.5
2010-07-12,17,7.41,231.5625
2010-07-12,18,7.23,225.9375
2010-07-12,19,7.51,234.6875
2010-07-12,20,7.28,227.5
2010-07-12,21,7.22,225.625
2010-07-12,22,6.76,211.25
2010-07-12,23,6.73,210.3125
2010-07-12,24,6.66,208.125
2010-07-12,25,6.51,203.4375
2010-07-12,26,6.4,200
2010-07-12,27,6.07,189.6875
2010-07-12,28,5.63,175.9375
2010-07-12,29,4.78,149.375
2010-08-17,0.5,8.21,256.5625
2010-08-17,1,8.18,255.625
2010-08-17,2,8.15,254.6875
2010-08-17,3,8.15,254.6875
2010-08-17,4,8.15,254.6875
2010-08-17,5,8.14,254.37500000000003
2010-08-17,6,8.14,254.37500000000003
2010-08-17,7,8.14,254.37500000000003
2010-08-17,8,8.15,254.6875
2010-08-17,9,9.33,291.5625
2010-08-17,10,9.15,285.9375
2010-08-17,11,8.57,267.8125
2010-08-17,12,7.9,246.875
2010-08-17,13,7.3,228.125
2010-08-17,14,6.9,215.625
2010-08-17,15,6.56,205
2010-08-17,16,6.07,189.6875
2010-08-17,17,5.9,184.375
2010-08-17,18,5.84,182.5
2010-08-17,19,5.84,182.5
2010-08-17,20,5.89,184.0625
2010-08-17,21,5.57,174.0625
2010-08-17,22,4.98,155.625
2010-08-17,23,4.78,149.375
2010-08-17,24,4.74,148.125
2010-08-17,25,4.62,144.375
2010-08-17,26,4.2,131.25
2010-08-17,27,3.73,116.5625
2010-08-17,28,3.2,100
2010-09-13,0.5,8.81,275.3125
2010-09-13,1,8.72,272.5
2010-09-13,2,8.68,271.25
2010-09-13,3,8.66,270.625
2010-09-13,4,8.65,270.3125
2010-09-13,5,8.63,269.6875
2010-09-13,6,8.6,268.75
2010-09-13,7,8.59,268.4375
2010-09-13,8,8.61,269.0625
2010-09-13,9,8.61,269.0625
2010-09-13,10,8.57,267.8125
2010-09-13,11,7.81,244.0625
2010-09-13,12,6.23,194.6875
2010-09-13,13,5.79,180.9375
2010-09-13,14,5.83,182.1875
2010-09-13,15,5.31,165.9375
2010-09-13,16,4.54,141.875
2010-09-13,17,4.55,142.1875
2010-09-13,18,4.11,128.4375
2010-09-13,19,4.37,136.5625
2010-09-13,20,4.28,133.75
2010-09-13,21,3.8,118.75
2010-09-13,22,3.21,100.3125
2010-09-13,23,3.15,98.4375
2010-09-13,24,2.95,92.1875
2010-09-13,25,2.13,66.5625
2010-09-13,26,1.43,44.6875
2010-09-13,27,1.22,38.125
2011-05-31,0.5,9.71,303.4375
2011-05-31,1,9.76,305
2011-05-31,2,9.82,306.875
2011-05-31,3,9.88,308.75
2011-05-31,4,10.24,320
2011-05-31,5,10.44,326.25
2011-05-31,6,10.52,328.75
2011-05-31,7,10.66,333.125
2011-05-31,8,10.71,334.6875
2011-05-31,9,10.78,336.875
2011-05-31,10,10.73,335.3125
2011-05-31,11,10.74,335.625
2011-05-31,12,10.8,337.5
2011-05-31,13,10.81,337.8125
2011-05-31,14,10.82,338.125
2011-05-31,15,10.78,336.875
2011-05-31,16,10.8,337.5
2011-05-31,17,10.81,337.8125
2011-05-31,18,10.8,337.5
2011-05-31,19,10.78,336.875
2011-05-31,20,10.8,337.5
2011-05-31,21,10.81,337.8125
2011-05-31,22,10.82,338.125
2011-05-31,23,10.81,337.8125
2011-05-31,24,10.72,335
2011-05-31,25,10.68,333.75
2011-05-31,26,10.67,333.4375
2011-05-31,27,10.64,332.5
2011-05-31,28,10.58,330.625
2011-05-31,29,10.45,326.5625
2011-06-21,0.5,8.82,275.625
2011-06-21,1,8.88,277.5
2011-06-21,2,8.92,278.75
2011-06-21,3,8.95,279.6875
2011-06-21,4,8.97,280.3125
2011-06-21,5,9.25,289.0625
2011-06-21,6,9.56,298.75
2011-06-21,7,9.62,300.625
2011-06-21,8,9.68,302.5
2011-06-21,9,9.84,307.5
2011-06-21,10,9.73,304.0625
2011-06-21,11,9.57,299.0625
2011-06-21,12,9.53,297.8125
2011-06-21,13,9.53,297.8125
2011-06-21,14,9.57,299.0625
2011-06-21,15,9.67,302.1875
2011-06-21,16,9.67,302.1875
2011-06-21,17,9.53,297.8125
2011-06-21,18,9.58,299.375
2011-06-21,19,9.63,300.9375
2011-06-21,20,9.61,300.3125
2011-06-21,21,9.54,298.125
2011-06-21,22,9.51,297.1875
2011-06-21,23,9.42,294.375
2011-06-21,24,9.39,293.4375
2011-06-21,25,9.33,291.5625
2011-06-21,26,9.26,289.375
2011-06-21,27,9.09,284.0625
2011-06-21,28,9.05,282.8125
2011-06-21,29,8.95,279.6875
2011-06-21,30,8.47,264.6875
2011-07-19,0.5,8.28,258.75
2011-07-19,1,8.31,259.6875
2011-07-19,2,8.33,260.3125
2011-07-19,3,8.34,260.625
2011-07-19,4,8.33,260.3125
2011-07-19,5,8.6,268.75
2011-07-19,6,8.72,272.5
2011-07-19,7,9.38,293.125
2011-07-19,8,9.31,290.9375
2011-07-19,9,9.28,290
2011-07-19,10,9.37,292.8125
2011-07-19,11,9.22,288.125
2011-07-19,12,9.08,283.75
2011-07-19,13,8.95,279.6875
2011-07-19,14,8.89,277.8125
2011-07-19,15,8.53,266.5625
2011-07-19,16,8.44,263.75
2011-07-19,17,8.4,262.5
2011-07-19,18,8.5,265.625
2011-07-19,19,8.49,265.3125
2011-07-19,20,8.31,259.6875
2011-07-19,21,8.25,257.8125
2011-07-19,22,8.22,256.875
2011-07-19,23,8.17,255.3125
2011-07-19,24,8.1,253.125
2011-07-19,25,7.97,249.0625
2011-07-19,26,7.9,246.875
2011-07-19,27,7.67,239.6875
2011-07-19,28,7.37,230.3125
2011-07-19,29,7.21,225.3125
2011-07-19,30,7.01,219.0625
2011-08-17,0.5,8.48,265
2011-09-19,0.5,8.89,277.8125
2012-05-23,0.5,8.88,277.5
2012-05-23,1,8.91,278.4375
2012-05-23,2,9.02,281.875
2012-05-23,3,9.15,285.9375
2012-05-23,4,9.26,289.375
2012-05-23,5,9.46,295.625
2012-05-23,6,9.76,305
2012-05-23,7,9.75,304.6875
2012-05-23,8,9.71,303.4375
2012-05-23,9,9.63,300.9375
2012-05-23,10,9.53,297.8125
2012-05-23,11,9.5,296.875
2012-05-23,12,9.39,293.4375
2012-05-23,13,9.35,292.1875
2012-05-23,14,9.33,291.5625
2012-05-23,15,9.31,290.9375
2012-05-23,16,9.2,287.5
2012-05-23,17,9.23,288.4375
2012-05-23,18,9.19,287.1875
2012-05-23,19,9.11,284.6875
2012-05-23,20,9.16,286.25
2012-05-23,21,9.12,285
2012-05-23,22,9.08,283.75
2012-05-23,23,9.06,283.125
2012-05-23,24,8.96,280
2012-05-23,25,8.84,276.25
2012-05-23,26,8.78,274.375
2012-05-23,27,8.66,270.625
2012-05-23,28,8.54,266.875
2012-05-23,29,8.39,262.1875
2012-05-23,30,8.28,258.75
2012-06-19,0.5,8.61,269.0625
2012-06-19,1,8.6,268.75
2012-06-19,2,8.61,269.0625
2012-06-19,3,8.62,269.375
2012-06-19,4,8.66,270.625
2012-06-19,5,8.66,270.625
2012-06-19,6,8.65,270.3125
2012-06-19,7,9.31,290.9375
2012-06-19,8,9.27,289.6875
2012-06-19,9,9.26,289.375
2012-06-19,10,9.07,283.4375
2012-06-19,11,8.99,280.9375
2012-06-19,12,8.99,280.9375
2012-06-19,13,8.92,278.75
2012-06-19,14,8.65,270.3125
2012-06-19,15,8.41,262.8125
2012-06-19,16,8.23,257.1875
2012-06-19,17,8.17,255.3125
2012-06-19,18,8.17,255.3125
2012-06-19,19,8.17,255.3125
2012-06-19,20,8.19,255.93749999999997
2012-06-19,21,8.09,252.8125
2012-06-19,22,7.93,247.8125
2012-06-19,23,7.87,245.9375
2012-06-19,24,7.73,241.5625
2012-06-19,25,7.7,240.625
2012-06-19,26,7.68,240
2012-06-19,27,7.64,238.75
2012-06-19,28,7.49,234.0625
2012-06-19,29,7.44,232.5
2012-07-23,0.5,8.04,251.24999999999997
2012-07-23,1,8,250
2012-07-23,2,7.97,249.0625
2012-07-23,3,7.95,248.4375
2012-07-23,4,7.93,247.8125
2012-07-23,5,7.92,247.5
2012-07-23,6,7.9,246.875
2012-07-23,7,8.34,260.625
2012-07-23,8,8.37,261.5625
2012-07-23,9,8.63,269.6875
2012-07-23,10,8.28,258.75
2012-07-23,11,8.22,256.875
2012-07-23,12,7.88,246.25
2012-07-23,13,7.45,232.8125
2012-07-23,14,7.55,235.9375
2012-07-23,15,7.45,232.8125
2012-07-23,16,6.74,210.625
2012-07-23,17,6.69,209.0625
2012-07-23,18,6.81,212.8125
2012-07-23,19,6.75,210.9375
2012-07-23,20,6.68,208.75
2012-07-23,21,6.51,203.4375
2012-07-23,22,6.26,195.625
2012-07-23,23,6.21,194.0625
2012-07-23,24,6.03,188.4375
2012-07-23,25,5.83,182.1875
2012-07-23,26,5.67,177.1875
2012-07-23,27,5.63,175.9375
2012-07-23,28,5.38,168.125
2012-07-23,29,5.32,166.25
2012-08-20,0.1,8.48,265
2012-08-20,0.5,8.48,265
2012-08-20,1,8.41,262.8125
2012-08-20,2,8.33,260.3125
2012-08-20,3,8.3,259.375
2012-08-20,4,8.28,258.75
2012-08-20,5,8.25,257.8125
2012-08-20,6,8.23,257.1875
2012-08-20,7,8.21,256.5625
2012-08-20,8,8.24,257.5
2012-08-20,9,8.16,255
2012-08-20,10,8.07,252.1875
2012-08-20,11,7.72,241.25
2012-08-20,12,7.36,230
2012-08-20,13,7.33,229.0625
2012-08-20,14,6.53,204.0625
2012-08-20,15,6.32,197.5
2012-08-20,16,5.87,183.4375
2012-08-20,17,5.7,178.125
2012-08-20,18,5.66,176.875
2012-08-20,19,5.9,184.375
2012-08-20,20,5.67,177.1875
2012-08-20,21,5.59,174.6875
2012-08-20,22,5.28,165
2012-08-20,23,5.16,161.25
2012-08-20,24,5.06,158.125
2012-08-20,25,4.8,150
2012-08-20,26,4.2,131.25
2012-08-20,27,3.74,116.875
2012-08-20,28,3.32,103.75
2012-08-20,29,3.28,102.5
2012-09-17,0.1,8.74,273.125
2012-09-17,0.5,8.74,273.125
2012-09-17,1,8.7,271.875
2012-09-17,2,8.65,270.3125
2012-09-17,3,8.62,269.375
2012-09-17,4,8.59,268.4375
2012-09-17,5,8.56,267.5
2012-09-17,6,8.53,266.5625
2012-09-17,7,8.5,265.625
2012-09-17,8,8.48,265
2012-09-17,9,8.46,264.375
2012-09-17,10,7.42,231.875
2012-09-17,11,6.81,212.8125
2012-09-17,12,5.99,187.1875
2012-09-17,13,5.55,173.4375
2012-09-17,14,5.26,164.375
2012-09-17,15,4.96,155
2012-09-17,16,4.87,152.1875
2012-09-17,17,4.84,151.25
2012-09-17,18,4.56,142.5
2012-09-17,19,4.6,143.75
2012-09-17,20,4.34,135.625
2012-09-17,21,4.15,129.6875
2012-09-17,22,3.74,116.875
2012-09-17,23,3.68,115
2012-09-17,24,3.25,101.5625
2012-09-17,25,2.97,92.8125
2012-09-17,26,2.84,88.75
2012-09-17,27,2.66,83.125
2012-09-17,28,2.39,74.6875
2012-09-17,29,2.16,67.5
2012-09-17,30,1.88,58.75
2013-06-17,0.5,9.33,291.5625
2013-06-17,1,9.39,293.4375
2013-06-17,2,9.43,294.6875
2013-06-17,3,9.44,295
2013-06-17,4,9.45,295.3125
2013-06-17,5,9.45,295.3125
2013-06-17,6,9.61,300.3125
2013-06-17,7,9.7,303.125
2013-06-17,8,10.07,314.6875
2013-06-17,9,10.21,319.0625
2013-06-17,10,10.2,318.75
2013-06-17,11,10.15,317.1875
2013-06-17,12,10.08,315
2013-06-17,13,10.07,314.6875
2013-06-17,14,10.07,314.6875
2013-06-17,15,9.84,307.5
2013-06-17,16,9.94,310.625
2013-06-17,17,9.95,310.9375
2013-06-17,18,10,312.5
2013-06-17,19,10.06,314.375
2013-06-17,20,10.01,312.8125
2013-06-17,21,9.98,311.875
2013-06-17,22,9.93,310.3125
2013-06-17,23,9.87,308.4375
2013-06-17,24,9.86,308.125
2013-06-17,25,9.8,306.25
2013-06-17,26,9.65,301.5625
2013-06-17,27,9.66,301.875
2013-06-17,28,9.62,300.625
2013-06-17,29,9.57,299.0625
2013-07-15,0.5,6.77,211.5625
2013-07-15,1,6.78,211.875
2013-07-15,2,6.76,211.25
2013-07-15,3,6.75,210.9375
2013-07-15,4,6.73,210.3125
2013-07-15,5,7.26,226.875
2013-07-15,6,7.64,238.75
2013-07-15,7,7.65,239.0625
2013-07-15,8,7.56,236.25
2013-07-15,9,7.55,235.9375
2013-07-15,10,7.52,235
2013-07-15,11,7.51,234.6875
2013-07-15,12,7.35,229.6875
2013-07-15,13,7.31,228.4375
2013-07-15,14,7.32,228.75
2013-07-15,15,7.37,230.3125
2013-07-15,16,7.4,231.25
2013-07-15,17,7.38,230.625
2013-07-15,18,7.4,231.25
2013-07-15,19,7.46,233.125
2013-07-15,20,7.29,227.8125
2013-07-15,21,7.13,222.8125
2013-07-15,22,7.04,220
2013-07-15,23,6.96,217.5
2013-07-15,24,6.92,216.25
2013-07-15,25,6.89,215.3125
2013-07-15,26,7,218.75
2013-07-15,27,6.86,214.375
2013-07-15,28,6.71,209.6875
2013-07-15,29,6.4,200
2013-07-15,30,6.19,193.4375
2013-08-19,0.5,8.36,261.25
2013-08-19,1,8.29,259.0625
2013-08-19,2,8.26,258.125
2013-08-19,3,8.23,257.1875
2013-08-19,4,8.2,256.25
2013-08-19,5,8.15,254.6875
2013-08-19,6,8.14,254.37500000000003
2013-08-19,7,8.06,251.87500000000003
2013-08-19,8,7.99,249.6875
2013-08-19,9,7.85,245.3125
2013-08-19,10,7.66,239.375
2013-08-19,11,7.71,240.9375
2013-08-19,12,7.23,225.9375
2013-08-19,13,7.41,231.5625
2013-08-19,14,6.98,218.125
2013-08-19,15,6.99,218.4375
2013-08-19,16,7,218.75
2013-08-19,17,6.89,215.3125
2013-08-19,18,6.89,215.3125
2013-08-19,19,6.8,212.5
2013-08-19,20,7.05,220.3125
2013-08-19,21,6.92,216.25
2013-08-19,22,6.42,200.625
2013-08-19,23,6.37,199.0625
2013-08-19,24,6.37,199.0625
2013-08-19,25,6.25,195.3125
2013-08-19,26,6.05,189.0625
2013-08-19,27,5.71,178.4375
2013-08-19,28,5.46,170.625
2013-08-19,29,5.39,168.4375
2013-08-19,30,5.36,167.5
2013-09-17,0.1,8.55,267.1875
2013-09-17,1,8.49,265.3125
2013-09-17,2,8.44,263.75
2013-09-17,3,8.4,262.5
2013-09-17,4,8.38,261.875
2013-09-17,5,8.35,260.9375
2013-09-17,6,8.33,260.3125
2013-09-17,7,8.27,258.4375
2013-09-17,8,8.24,257.5
2013-09-17,9,8.21,256.5625
2013-09-17,10,6.79,212.1875
2013-09-17,11,6.38,199.375
2013-09-17,12,6.14,191.875
2013-09-17,13,6.27,195.9375
2013-09-17,14,6.03,188.4375
2013-09-17,15,5.69,177.8125
2013-09-17,16,5.54,173.125
2013-09-17,17,5.62,175.625
2013-09-17,18,5.64,176.25
2013-09-17,19,5.58,174.375
2013-09-17,20,5.38,168.125
2013-09-17,21,5.26,164.375
2013-09-17,22,5.2,162.5
2013-09-17,23,4.83,150.9375
2013-09-17,24,4.84,151.25
2013-09-17,25,4.78,149.375
2013-09-17,26,4.54,141.875
2013-09-17,27,4.53,141.5625
2013-09-17,28,4.23,132.1875
2013-09-17,29,4.08,127.5
2013-09-17,30,2.51,78.4375
