DateTime,Depth,TP_mgL,TOT_tp
2005-06-27,16,0.005,0.1614465611882467
2005-06-27,22,0.005,0.1614465611882467
2005-07-25,2,0.005,0.1614465611882467
2005-07-25,2.5,0.0055,0.17759121730707136
2005-07-25,3,0.009,0.29060381013884407
2005-07-25,7,0.006,0.19373587342589604
2005-07-25,7.5,0.006,0.19373587342589604
2005-07-25,9.5,0.007,0.2260251856635454
2005-07-25,14,0.005,0.1614465611882467
2005-07-25,14.5,0.005,0.1614465611882467
2005-07-25,15.5,0.009,0.29060381013884407
2005-07-25,18.5,0.007,0.2260251856635454
2005-08-22,3,0.005,0.1614465611882467
2005-08-22,3.5,0.006,0.19373587342589604
2005-08-22,8.5,0.007,0.2260251856635454
2005-08-22,9,0.0075,0.24216984178237005
2005-08-22,9.5,0.007,0.2260251856635454
2005-08-22,15.5,0.005,0.1614465611882467
2005-08-22,16.5,0.005,0.1614465611882467
2005-08-22,17.5,0.006,0.19373587342589604
2005-08-22,20.5,0.005,0.1614465611882467
2005-09-14,0,0.007,0.2260251856635454
2005-09-14,3.5,0.005,0.1614465611882467
2005-09-14,4,0.005,0.1614465611882467
2005-09-14,10,0.005,0.1614465611882467
2005-09-14,10.5,0.005,0.1614465611882467
2005-09-14,12,0.005,0.1614465611882467
2005-09-14,12.5,0.005,0.1614465611882467
2005-09-14,18,0.005,0.1614465611882467
2005-09-14,20.5,0.006,0.19373587342589604
2005-09-14,21,0.005,0.1614465611882467
2006-05-31,0.7,0.005,0.1614465611882467
2006-05-31,1,0.005,0.1614465611882467
2006-05-31,1.5,0.006,0.19373587342589604
2006-05-31,2,0.006,0.19373587342589604
2006-05-31,3.5,0.007,0.2260251856635454
2006-05-31,5,0.007,0.2260251856635454
2006-05-31,5.5,0.006,0.19373587342589604
2006-05-31,6,0.006,0.19373587342589604
2006-05-31,12,0.008,0.2583144979011947
2006-05-31,12.5,0.005,0.1614465611882467
2006-05-31,14,0.005,0.1614465611882467
2006-05-31,17,0.005,0.1614465611882467
2006-05-31,NA,0.005666666666666667,0.1829727693466796
2006-07-05,2.5,0.009,0.29060381013884407
2006-07-05,3,0.006500000000000001,0.20988052954472072
2006-07-05,7,0.006,0.19373587342589604
2006-07-05,7.5,0.006,0.19373587342589604
2006-07-05,8,0.006500000000000001,0.20988052954472072
2006-07-05,13.5,0.007,0.2260251856635454
2006-07-05,14,0.007,0.2260251856635454
2006-07-05,17,0.006,0.19373587342589604
2006-07-05,NA,0.006,0.19373587342589604
2006-07-24,2.5,0.006,0.19373587342589604
2006-07-24,3,0.0075,0.24216984178237005
2006-07-24,8,0.005,0.1614465611882467
2006-07-24,8.5,0.006,0.19373587342589604
2006-07-24,9.5,0.006,0.19373587342589604
2006-07-24,15.5,0.0055,0.17759121730707136
2006-07-24,17.5,0.005,0.1614465611882467
2006-07-24,20,0.005,0.1614465611882467
2006-07-24,NA,0.005,0.1614465611882467
2006-08-15,3,0.013,0.4197610590894414
2006-08-15,3.5,0.007,0.2260251856635454
2006-08-15,4.5,0.007,0.2260251856635454
2006-08-15,8.5,0.009,0.29060381013884407
2006-08-15,10,0.005666666666666667,0.1829727693466796
2006-08-15,10.5,0.005,0.1614465611882467
2006-08-15,16.5,0.005,0.1614465611882467
2006-08-15,17.5,0.006,0.19373587342589604
2006-08-15,18,0.006,0.19373587342589604
2006-08-15,19.5,0.005,0.1614465611882467
2006-10-09,6,0.005,0.1614465611882467
2006-10-09,13,0.005,0.1614465611882467
2006-10-09,16,0.005,0.1614465611882467
2006-10-09,22,0.005,0.1614465611882467
2006-10-09,NA,0.005333333333333333,0.17220966526746315
2007-02-28,7,0.005,0.1614465611882467
2007-02-28,9,0.005,0.1614465611882467
2007-02-28,14,0.005,0.1614465611882467
2007-02-28,18,0.006,0.19373587342589604
2007-06-11,0,0.006,0.19373587342589604
2007-06-11,1,0.005,0.1614465611882467
2007-06-11,2,0.006,0.19373587342589604
2007-06-11,3,0.006,0.19373587342589604
2007-06-11,3.5,0.005,0.1614465611882467
2007-06-11,7,0.0075,0.24216984178237005
2007-06-11,7.5,0.007,0.2260251856635454
2007-06-11,8.5,0.005,0.1614465611882467
2007-06-11,10.5,0.005,0.1614465611882467
2007-06-11,14.5,0.006,0.19373587342589604
2007-06-11,16,0.006,0.19373587342589604
2007-06-11,16.5,0.006,0.19373587342589604
2007-07-16,0,0.005333333333333333,0.17220966526746315
2007-07-16,3,0.006,0.19373587342589604
2007-07-16,3.5,0.005,0.1614465611882467
2007-07-16,8,0.005,0.1614465611882467
2007-07-16,8.5,0.005,0.1614465611882467
2007-07-16,10,0.006,0.19373587342589604
2007-07-16,10.5,0.005,0.1614465611882467
2007-07-16,16,0.005,0.1614465611882467
2007-07-16,16.5,0.0115,0.37132709073296744
2007-07-16,22,0.005,0.1614465611882467
2007-08-14,0,0.005,0.1614465611882467
2007-08-14,3,0.005,0.1614465611882467
2007-08-14,3.5,0.005,0.1614465611882467
2007-08-14,4,0.005,0.1614465611882467
2007-08-14,8.5,0.005,0.1614465611882467
2007-08-14,9.5,0.005,0.1614465611882467
2007-08-14,10,0.005,0.1614465611882467
2007-08-14,11,0.005,0.1614465611882467
2007-08-14,16.5,0.005,0.1614465611882467
2007-08-14,18,0.005,0.1614465611882467
2007-08-14,20,0.005,0.1614465611882467
2007-08-14,20.5,0.005,0.1614465611882467
2007-09-11,0,0.005,0.1614465611882467
2007-09-11,4,0.005,0.1614465611882467
2007-09-11,4.5,0.005,0.1614465611882467
2007-09-11,11,0.005,0.1614465611882467
2007-09-11,12,0.006,0.19373587342589604
2007-09-11,12.5,0.005,0.1614465611882467
2007-09-11,16.5,0.005,0.1614465611882467
2007-09-11,19.5,0.005,0.1614465611882467
2007-09-11,22.5,0.005,0.1614465611882467
2008-06-03,0,0.005,0.1614465611882467
2008-06-03,3.5,0.005,0.1614465611882467
2008-06-03,4.5,0.005,0.1614465611882467
2008-06-03,5.5,0.005,0.1614465611882467
2008-06-03,8,0.005,0.1614465611882467
2008-06-03,9,0.005,0.1614465611882467
2008-06-03,11.5,0.005,0.1614465611882467
2008-06-03,12,0.005,0.1614465611882467
2008-06-03,15.5,0.005,0.1614465611882467
2008-06-03,16,0.005,0.1614465611882467
2008-06-03,16.5,0.005,0.1614465611882467
2008-06-03,20.5,0.005,0.1614465611882467
2008-07-01,2.5,0.005,0.1614465611882467
2008-07-01,3,0.005,0.1614465611882467
2008-07-01,7.5,0.005,0.1614465611882467
2008-07-01,8,0.005,0.1614465611882467
2008-07-01,9,0.005,0.1614465611882467
2008-07-01,16,0.005,0.1614465611882467
2008-07-01,16.5,0.005,0.1614465611882467
2008-07-01,17.5,0.005,0.1614465611882467
2008-07-01,21,0.005,0.1614465611882467
2008-07-29,3,0.0056,0.1808201485308363
2008-07-29,8.5,0.005,0.1614465611882467
2008-07-29,9,0.005,0.1614465611882467
2008-07-29,10.5,0.0055,0.17759121730707136
2008-07-29,14.5,0.006,0.19373587342589604
2008-07-29,16.5,0.007,0.2260251856635454
2008-07-29,17,0.005,0.1614465611882467
2008-07-29,22.5,0.006,0.19373587342589604
2008-09-02,4,0.005,0.1614465611882467
2008-09-02,4.5,0.005,0.1614465611882467
2008-09-02,10.5,0.006500000000000001,0.20988052954472072
2008-09-02,11,0.005,0.1614465611882467
2008-09-02,12,0.005,0.1614465611882467
2008-09-02,12.5,0.005,0.1614465611882467
2008-09-02,16.5,0.005,0.1614465611882467
2008-09-02,18.5,0.005,0.1614465611882467
2008-09-02,20.5,0.005,0.1614465611882467
2008-09-02,22,0.005,0.1614465611882467
2009-05-26,3.5,0.005,0.1614465611882467
2009-05-26,4,0.005333333333333333,0.17220966526746315
2009-05-26,7.5,0.0055,0.17759121730707136
2009-05-26,8,0.0085,0.2744591540200194
2009-05-26,8.5,0.005,0.1614465611882467
2009-05-26,13.5,0.005,0.1614465611882467
2009-05-26,15.5,0.005,0.1614465611882467
2009-05-26,16,0.005,0.1614465611882467
2009-05-26,19,0.006,0.19373587342589604
2009-06-22,0,0.006,0.19373587342589604
2009-06-22,3.5,0.0055,0.17759121730707136
2009-06-22,4.5,0.007,0.2260251856635454
2009-06-22,5,0.017,0.5489183080400388
2009-06-22,8,0.005,0.1614465611882467
2009-06-22,9,0.005,0.1614465611882467
2009-06-22,11,0.006,0.19373587342589604
2009-06-22,12,0.005,0.1614465611882467
2009-06-22,15.5,0.007,0.2260251856635454
2009-06-22,16,0.006,0.19373587342589604
2009-06-22,18,0.008,0.2583144979011947
2009-06-22,19.5,0.006,0.19373587342589604
2009-07-13,3.5,0.005,0.1614465611882467
2009-07-13,4,0.005,0.1614465611882467
2009-07-13,4.5,0.005666666666666667,0.1829727693466796
2009-07-13,9,0.005,0.1614465611882467
2009-07-13,9.5,0.005,0.1614465611882467
2009-07-13,10,0.005,0.1614465611882467
2009-07-13,10.5,0.006,0.19373587342589604
2009-07-13,15.5,0.007,0.2260251856635454
2009-07-13,17,0.005333333333333333,0.17220966526746315
2009-07-13,19,0.005,0.1614465611882467
2009-08-12,3.5,0.00575,0.18566354536648372
2009-08-12,4.5,0.005,0.1614465611882467
2009-08-12,9.5,0.006,0.19373587342589604
2009-08-12,10,0.006,0.19373587342589604
2009-08-12,10.5,0.005,0.1614465611882467
2009-08-12,12.5,0.007,0.2260251856635454
2009-08-12,15,0.006666666666666667,0.21526208158432894
2009-08-12,19.5,0.006,0.19373587342589604
2009-08-12,22,0.005,0.1614465611882467
2009-09-01,4,0.005,0.1614465611882467
2009-09-01,4.5,0.005333333333333333,0.17220966526746315
2009-09-01,10,0.009,0.29060381013884407
2009-09-01,11,0.0085,0.2744591540200194
2009-09-01,12,0.005,0.1614465611882467
2009-09-01,16.5,0.005,0.1614465611882467
2009-09-01,17.5,0.011,0.35518243461414273
2009-09-01,19,0.005,0.1614465611882467
2009-09-01,21,0.005,0.1614465611882467
2009-10-05,5.5,0.005,0.1614465611882467
2009-10-05,13,0.005,0.1614465611882467
2009-10-05,22,0.005,0.1614465611882467
2010-06-02,2,0.005,0.1614465611882467
2010-06-02,6,0.00525,0.16951888924765904
2010-06-02,7,0.005,0.1614465611882467
2010-06-02,12.5,0.006999999999999999,0.22602518566354537
2010-06-02,14,0.005,0.1614465611882467
2010-06-02,14.5,0.006,0.19373587342589604
2010-06-02,18.5,0.005,0.1614465611882467
2010-07-12,2.5,0.005,0.1614465611882467
2010-07-12,3,0.005,0.1614465611882467
2010-07-12,7.5,0.005,0.1614465611882467
2010-07-12,8.5,0.005,0.1614465611882467
2010-07-12,15,0.005,0.1614465611882467
2010-07-12,16.5,0.005,0.1614465611882467
2010-07-12,20.5,0.005,0.1614465611882467
2010-08-17,3.5,0.006,0.19373587342589604
2010-08-17,4.5,0.005,0.1614465611882467
2010-08-17,10.5,0.005,0.1614465611882467
2010-08-17,11,0.005,0.1614465611882467
2010-08-17,11.5,0.0055,0.17759121730707136
2010-08-17,15.5,0.006,0.19373587342589604
2010-08-17,19,0.006,0.19373587342589604
2010-08-17,20.5,0.006,0.19373587342589604
2010-09-13,5,0.005,0.1614465611882467
2010-09-13,5.5,0.005,0.1614465611882467
2010-09-13,12,0.005,0.1614465611882467
2010-09-13,13,0.005,0.1614465611882467
2010-09-13,13.5,0.006,0.19373587342589604
2010-09-13,15.5,0.007,0.2260251856635454
2010-09-13,17.5,0.0055,0.17759121730707136
2010-09-13,18.5,0.006,0.19373587342589604
2010-09-13,20.5,0.005,0.1614465611882467
2010-10-05,6.5,0.005,0.1614465611882467
2010-10-05,7.5,0.005,0.1614465611882467
2010-10-05,13.5,0.005,0.1614465611882467
2010-10-05,15.5,0.005,0.1614465611882467
2010-10-05,16,0.0055,0.17759121730707136
2010-10-05,19.5,0.007,0.2260251856635454
2010-10-05,20.5,0.007,0.2260251856635454
2011-05-31,1,0.006,0.19373587342589604
2011-05-31,1.5,0.005,0.1614465611882467
2011-05-31,2,0.006,0.19373587342589604
2011-05-31,5.5,0.006500000000000001,0.20988052954472072
2011-05-31,7.5,0.006,0.19373587342589604
2011-05-31,8,0.005,0.1614465611882467
2011-05-31,14.5,0.006,0.19373587342589604
2011-05-31,15.5,0.006,0.19373587342589604
2011-05-31,18.5,0.007,0.2260251856635454
2011-06-21,2,0.005,0.1614465611882467
2011-06-21,2.5,0.005,0.1614465611882467
2011-06-21,3.5,0.005,0.1614465611882467
2011-06-21,7.5,0.005,0.1614465611882467
2011-06-21,8,0.005,0.1614465611882467
2011-06-21,8.5,0.006,0.19373587342589604
2011-06-21,15.5,0.006500000000000001,0.20988052954472072
2011-06-21,16.5,0.012,0.3874717468517921
2011-06-21,21.5,0.006,0.19373587342589604
2011-07-19,2,0.006,0.19373587342589604
2011-07-19,3,0.0055,0.17759121730707136
2011-07-19,3.5,0.005,0.1614465611882467
2011-07-19,7.5,0.006500000000000001,0.20988052954472072
2011-07-19,8.5,0.007,0.2260251856635454
2011-07-19,9,0.006,0.19373587342589604
2011-07-19,9.5,0.006,0.19373587342589604
2011-07-19,14.5,0.008,0.2583144979011947
2011-07-19,15.5,0.007,0.2260251856635454
2011-07-19,19.5,0.006500000000000001,0.20988052954472072
2011-07-19,21.5,0.007,0.2260251856635454
2011-08-18,3,0.005,0.1614465611882467
2011-08-18,3.5,0.005,0.1614465611882467
2011-08-18,4,0.005,0.1614465611882467
2011-08-18,9,0.006,0.19373587342589604
2011-08-18,10,0.0055,0.17759121730707136
2011-08-18,11,0.007,0.2260251856635454
2011-08-18,13.5,0.005,0.1614465611882467
2011-08-18,14.5,0.009,0.29060381013884407
2011-08-18,17.5,0.006,0.19373587342589604
2011-08-18,18.5,0.01,0.3228931223764934
2011-09-19,4.5,0.006,0.19373587342589604
2011-09-19,5,0.005333333333333333,0.17220966526746315
2011-09-19,11.5,0.0055,0.17759121730707136
2011-09-19,12,0.006,0.19373587342589604
2011-09-19,13.5,0.005,0.1614465611882467
2011-09-19,14.5,0.006,0.19373587342589604
2011-09-19,18,0.007,0.2260251856635454
2011-09-19,20.5,0.007,0.2260251856635454
2011-09-19,22,0.006,0.19373587342589604
2012-05-23,1.5,0.006,0.19373587342589604
2012-05-23,2,0.006,0.19373587342589604
2012-05-23,5.5,0.006,0.19373587342589604
2012-05-23,6,0.007,0.2260251856635454
2012-05-23,13.5,0.006,0.19373587342589604
2012-05-23,18.5,0.008,0.2583144979011947
2012-06-19,3,0.006500000000000001,0.20988052954472072
2012-06-19,3.5,0.006,0.19373587342589604
2012-06-19,8,0.007,0.2260251856635454
2012-06-19,8.5,0.007,0.2260251856635454
2012-06-19,9,0.007,0.2260251856635454
2012-06-19,15.5,0.007,0.2260251856635454
2012-06-19,16.5,0.007,0.2260251856635454
2012-06-19,17.5,0.01,0.3228931223764934
2012-06-19,20,0.007,0.2260251856635454
2012-07-23,2.5,0.005,0.1614465611882467
2012-07-23,3,0.005,0.1614465611882467
2012-07-23,7.5,0.005,0.1614465611882467
2012-07-23,8.5,0.006,0.19373587342589604
2012-07-23,9.5,0.007,0.2260251856635454
2012-07-23,14.5,0.007,0.2260251856635454
2012-07-23,16.5,0.007,0.2260251856635454
2012-07-23,17,0.007,0.2260251856635454
2012-07-23,23,0.007,0.2260251856635454
2012-08-20,3.5,0.0058000000000000005,0.1872780109783662
2012-08-20,10,0.007,0.2260251856635454
2012-08-20,11,0.007,0.2260251856635454
2012-08-20,12,0.008,0.2583144979011947
2012-08-20,14.5,0.008,0.2583144979011947
2012-08-20,18.5,0.008,0.2583144979011947
2012-08-20,21.5,0.008,0.2583144979011947
2012-08-20,22,0.007,0.2260251856635454
2012-09-17,4.5,0.005666666666666667,0.1829727693466796
2012-09-17,5,0.007,0.2260251856635454
2012-09-17,11,0.0075,0.24216984178237005
2012-09-17,12.5,0.008,0.2583144979011947
2012-09-17,13.5,0.007,0.2260251856635454
2012-09-17,15.5,0.008,0.2583144979011947
2012-09-17,18,0.008,0.2583144979011947
2012-09-17,20.5,0.008,0.2583144979011947
2012-09-17,22.5,0.006,0.19373587342589604
2013-06-17,3.5,0.006,0.19373587342589604
2013-06-17,4,0.007,0.2260251856635454
2013-06-17,7.5,0.006,0.19373587342589604
2013-06-17,8.5,0.006,0.19373587342589604
2013-06-17,9,0.006,0.19373587342589604
2013-06-17,9.5,0.007,0.2260251856635454
2013-06-17,15,0.008,0.2583144979011947
2013-06-17,15.5,0.008,0.2583144979011947
2013-06-17,16,0.007,0.2260251856635454
2013-06-17,21,0.007,0.2260251856635454
2013-07-15,0,0.005,0.1614465611882467
2013-07-15,2,0.005,0.1614465611882467
2013-07-15,2.5,0.005,0.1614465611882467
2013-07-15,7.5,0.006,0.19373587342589604
2013-07-15,8,0.006,0.19373587342589604
2013-07-15,8.5,0.005333333333333333,0.17220966526746315
2013-07-15,15.5,0.006,0.19373587342589604
2013-07-15,16,0.006,0.19373587342589604
2013-07-15,18.5,0.005,0.1614465611882467
2013-07-15,21.5,0.005,0.1614465611882467
2013-08-19,3.5,0.005,0.1614465611882467
2013-08-19,4.5,0.005,0.1614465611882467
2013-08-19,10,0.006,0.19373587342589604
2013-08-19,10.5,0.007,0.2260251856635454
2013-08-19,11,0.007,0.2260251856635454
2013-08-19,12,0.006500000000000001,0.20988052954472072
2013-08-19,15,0.007,0.2260251856635454
2013-08-19,16.5,0.007,0.2260251856635454
2013-08-19,21,0.007,0.2260251856635454
2013-08-19,23,0.006,0.19373587342589604
2013-09-17,0,0.005,0.1614465611882467
2013-09-17,4.5,0.005,0.1614465611882467
2013-09-17,5,0.005,0.1614465611882467
2013-09-17,11,0.0055,0.17759121730707136
2013-09-17,12.5,0.005,0.1614465611882467
2013-09-17,13,0.006500000000000001,0.20988052954472072
2013-09-17,15,0.006,0.19373587342589604
2013-09-17,19.5,0.006,0.19373587342589604
2013-09-17,21,0.006,0.19373587342589604
2013-09-17,22,0.005,0.1614465611882467
