agency_cd,site_no,datetime,154983_00060_00003,154983_00060_00003_cd,154986_00671_00003,154986_00671_00003_cd,154988_00665_00003,154988_00665_00003_cd,154990_00095_00001,154990_00095_00001_cd,154991_00095_00002,154991_00095_00002_cd,154992_00095_00003,154992_00095_00003_cd,154993_00045_00006,154993_00045_00006_cd,154994_00010_00001,154994_00010_00001_cd,154995_00010_00002,154995_00010_00002_cd,154996_00010_00003,154996_00010_00003_cd,154997_00631_00003,154997_00631_00003_cd,154999_00625_00003,154999_00625_00003_cd,155001_00608_00003,155001_00608_00003_cd
USGS,5427948,1/2/2012,3,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.82,A,0.39,A,0.174,A
USGS,5427948,1/3/2012,2.42,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.83,A,0.39,A,0.174,A
USGS,5427948,1/4/2012,2.31,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.84,A,0.38,A,0.174,A
USGS,5427948,1/5/2012,2.33,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.85,A,0.38,A,0.174,A
USGS,5427948,1/6/2012,2.41,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.86,A,0.38,A,0.174,A
USGS,5427948,1/7/2012,2.28,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.87,A,0.38,A,0.174,A
USGS,5427948,1/8/2012,2.19,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.88,A,0.38,A,0.174,A
USGS,5427948,1/9/2012,2.22,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.89,A,0.38,A,0.174,A
USGS,5427948,1/10/2012,2.24,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.89,A,0.38,A,0.174,A
USGS,5427948,1/11/2012,2.29,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.9,A,0.38,A,0.174,A
USGS,5427948,1/12/2012,2.31,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.91,A,0.38,A,0.174,A
USGS,5427948,1/13/2012,2.19,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.92,A,0.38,A,0.174,A
USGS,5427948,1/14/2012,2.18,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.93,A,0.38,A,0.174,A
USGS,5427948,1/15/2012,2.42,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.94,A,0.38,A,0.174,A
USGS,5427948,1/16/2012,2.26,A,0.014,A,0.056,A,,,,,,,0,A:e,,,,,,,5.95,A,0.38,A,0.174,A
USGS,5427948,1/17/2012,2.37,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.96,A,0.37,A,0.174,A
USGS,5427948,1/18/2012,2.19,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.97,A,0.37,A,0.174,A
USGS,5427948,1/19/2012,2.11,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.97,A,0.37,A,0.174,A
USGS,5427948,1/20/2012,2,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,5.98,A,0.37,A,0.174,A
USGS,5427948,1/21/2012,1.93,A,0.014,A,0.056,A,,,,,,,0,A:e,,,,,,,5.99,A,0.37,A,0.174,A
USGS,5427948,1/22/2012,1.94,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,6,A,0.37,A,0.174,A
USGS,5427948,1/23/2012,2.51,A,0.014,A,0.056,A,,,,,,,0,A:e,,,,,,,6.01,A,0.37,A,0.174,A
USGS,5427948,1/24/2012,2.58,A,0.014,A,0.056,A,,,,,,,0,A:e,,,,,,,6.01,A,0.37,A,0.174,A
USGS,5427948,1/25/2012,2.25,A,0.014,A,0.056,A,,,,,,,0,A:e,,,,,,,6.01,A,0.37,A,0.174,A
USGS,5427948,1/26/2012,2.25,A,0.014,A,0.056,A,,,,,,,0,A:e,,,,,,,6.01,A,0.37,A,0.174,A
USGS,5427948,1/27/2012,2.26,A,0.014,A,0.056,A,,,,,,,0,A:e,,,,,,,6.01,A,0.37,A,0.174,A
USGS,5427948,1/28/2012,2.28,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,6.01,A,0.37,A,0.174,A
USGS,5427948,1/29/2012,2.24,A,0.014,A,0.056,A,,,,,,,0,A,,,,,,,6.01,A,0.37,A,0.174,A
USGS,5427948,1/30/2012,2.15,A,0.014,A,0.056,A,,,,,,,0,A:e,,,,,,,6.01,A,0.37,A,0.174,A
USGS,5427948,1/31/2012,4.57,A,0.113,A,0.19,A,,,,,,,0,A,,,,,,,4.49,A,1.3,A,0.378,A
USGS,5427948,2/1/2012,17,A,0.175,A,0.273,A,,,,,,,0,A,,,,,,,3.55,A,1.8,A,0.505,A
USGS,5427948,2/2/2012,8.95,A,0.175,A,0.273,A,,,,,,,0,A,,,,,,,3.55,A,1.8,A,0.505,A
USGS,5427948,2/3/2012,5.16,A,0.0197,A,0.075,A,,,,,,,0,A,,,,,,,4.55,A,0.99,A,0.39,A
USGS,5427948,2/4/2012,3.85,A,0.0184,A,0.074,A,,,,,,,0,A,,,,,,,4.66,A,0.95,A,0.37,A
USGS,5427948,2/5/2012,3.46,A,0.0175,A,0.0733,A,,,,,,,0,A,,,,,,,4.76,A,0.92,A,0.352,A
USGS,5427948,2/6/2012,3.12,A,0.0165,A,0.0727,A,,,,,,,0,A,,,,,,,4.87,A,0.89,A,0.334,A
USGS,5427948,2/7/2012,2.84,A,0.0157,A,0.072,A,,,,,,,0,A,,,,,,,4.98,A,0.87,A,0.32,A
USGS,5427948,2/8/2012,2.56,A,0.0148,A,0.0714,A,,,,,,,0,A,,,,,,,5.02,A,0.86,A,0.316,A
USGS,5427948,2/9/2012,2.43,A,0.014,A,0.0707,A,,,,,,,0,A,,,,,,,5.04,A,0.85,A,0.314,A
USGS,5427948,2/10/2012,2.38,A,0.0133,A,0.0701,A,,,,,,,0,A,,,,,,,5.05,A,0.85,A,0.311,A
USGS,5427948,2/11/2012,2.16,A,0.0126,A,0.0695,A,,,,,,,0,A,,,,,,,5.07,A,0.84,A,0.308,A
USGS,5427948,2/12/2012,2,A,0.0119,A,0.0688,A,,,,,,,0,A,,,,,,,5.09,A,0.84,A,0.305,A
USGS,5427948,2/13/2012,2.04,A,0.0113,A,0.0682,A,,,,,,,0,A,,,,,,,5.1,A,0.83,A,0.302,A
USGS,5427948,2/14/2012,2.11,A,0.0107,A,0.0676,A,,,,,,,0,A:e,,,,,,,5.12,A,0.83,A,0.299,A
USGS,5427948,2/15/2012,2.16,A,0.0102,A,0.067,A,,,,,,,0,A,,,,,,,5.14,A,0.82,A,0.296,A
USGS,5427948,2/16/2012,2.28,A,0.00961,A,0.0664,A,,,,,,,0,A,,,,,,,5.16,A,0.82,A,0.294,A
USGS,5427948,2/17/2012,2.25,A,0.0091,A,0.0658,A,,,,,,,0,A,,,,,,,5.17,A,0.81,A,0.291,A
USGS,5427948,2/18/2012,2.19,A,0.00862,A,0.0652,A,,,,,,,0,A,,,,,,,5.19,A,0.81,A,0.288,A
USGS,5427948,2/19/2012,2.1,A,0.00817,A,0.0646,A,,,,,,,0,A,,,,,,,5.21,A,0.8,A,0.286,A
USGS,5427948,2/20/2012,2.1,A,0.00774,A,0.0641,A,,,,,,,0,A,,,,,,,5.23,A,0.8,A,0.283,A
USGS,5427948,2/21/2012,2.17,A,0.00733,A,0.0635,A,,,,,,,0,A:e,,,,,,,5.24,A,0.79,A,0.28,A
USGS,5427948,2/22/2012,2.25,A,0.00702,A,0.063,A,,,,,,,0,A,,,,,,,5.26,A,0.79,A,0.277,A
USGS,5427948,2/23/2012,2.15,A,0.007,A,0.063,A,,,,,,,0,A,,,,,,,5.26,A,0.79,A,0.273,A
USGS,5427948,2/24/2012,2.35,A,0.007,A,0.063,A,,,,,,,0,A:e,,,,,,,5.26,A,0.79,A,0.268,A
USGS,5427948,2/25/2012,2.26,A,0.007,A,0.063,A,,,,,,,0,A:e,,,,,,,5.26,A,0.79,A,0.264,A
USGS,5427948,2/26/2012,2.17,A,0.007,A,0.063,A,,,,,,,0,A:e,,,,,,,5.26,A,0.79,A,0.26,A
USGS,5427948,2/27/2012,2.33,A,0.007,A,0.063,A,,,,,,,0,A,,,,,,,5.26,A,0.79,A,0.256,A
USGS,5427948,2/28/2012,2.28,A,0.0206,A,0.087,A,,,,,,,0.23,A,,,,,,,4.95,A,0.89,A,0.256,A
USGS,5427948,2/29/2012,16.6,A,0.117,A,0.258,A,,,,,,,0.37,A:e,,,,,,,2.78,A,1.6,A,0.286,A
USGS,5427948,3/1/2012,14.9,A,0.117,A,0.258,A,,,,,,,0,A:e,,,,,,,2.78,A,1.6,A,0.286,A
USGS,5427948,3/2/2012,9.12,A,0.067,A,0.222,A,,,,,,,0,A:e,,,,,,,1.73,A,1.4,A,0.259,A
USGS,5427948,3/3/2012,6.89,A,0.0105,A,0.182,A,,,,,,,0,A,,,,,,,0.569,A,1,A,0.222,A
USGS,5427948,3/4/2012,4.87,A,0.00913,A,0.182,A,,,,,,,0,A,,,,,,,0.569,A,0.98,A,0.214,A
USGS,5427948,3/5/2012,3.78,A,0.00795,A,0.182,A,,,,,,,0,A:e,,,,,,,0.569,A,0.96,A,0.207,A
USGS,5427948,3/6/2012,4.34,A,0.00708,A,0.188,A,,,,,,,0,A:e,,,,,,,1.46,A,1.1,A,0.221,A
USGS,5427948,3/7/2012,11.7,A,0.007,A,0.192,A,,,,,,,0.63,A,,,,,,,2.1,A,1.2,A,0.234,A
USGS,5427948,3/8/2012,25.1,A,0.007,A,0.192,A,,,,,,,0.01,A,,,,,,,2.1,A,1.2,A,0.234,A
USGS,5427948,3/9/2012,14.2,A,0.007,A,0.192,A,,,,,,,0,A,,,,,,,2.1,A,1.2,A,0.234,A
USGS,5427948,3/10/2012,9.14,A,0.007,A,0.192,A,,,,,,,0,A,,,,,,,2.1,A,1.2,A,0.234,A
USGS,5427948,3/11/2012,6.56,A,0.007,A,0.182,A,,,,,,,0,A,,,,,,,0.572,A,1.1,A,0.0986,A
USGS,5427948,3/12/2012,8.24,A,0.007,A,0.182,A,,,,,,,0.28,A,,,,,,,0.569,A,1,A,0.0952,A
USGS,5427948,3/13/2012,6.87,A,0.007,A,0.182,A,,,,,,,0,A,,,,,,,0.569,A,1,A,0.0922,A
USGS,5427948,3/14/2012,4.65,A,0.007,A,0.182,A,,,,,,,0,A,,,,,,,0.569,A,0.98,A,0.0892,A
USGS,5427948,3/15/2012,3.72,A,0.007,A,0.182,A,,,,,,,0,A,,,,,,,0.569,A,0.98,A,0.0863,A
USGS,5427948,3/16/2012,3.47,A,0.007,A,0.182,A,,,,,,,0,A,,,,,,,0.569,A,0.97,A,0.0836,A
USGS,5427948,3/17/2012,3.21,A,0.007,A,0.182,A,,,,,,,0,A,,,,,,,0.569,A,0.96,A,0.0809,A
USGS,5427948,3/18/2012,3.09,A,0.007,A,0.182,A,,,,,,,0,A,,,,,,,0.569,A,0.96,A,0.0783,A
USGS,5427948,3/19/2012,3.32,A,0.007,A,0.182,A,,,,,,,0.17,A,,,,,,,0.569,A,0.95,A,0.0758,A
USGS,5427948,3/20/2012,3.07,A,0.007,A,0.182,A,,,,,,,0,A,,,,,,,0.569,A,0.95,A,0.0733,A
USGS,5427948,3/21/2012,2.62,A,0.00721,A,0.182,A,,,,,,,0,A,,,,,,,0.564,A,0.94,A,0.0714,A
USGS,5427948,3/22/2012,2.31,A,0.00882,A,0.182,A,,,,,,,0.02,A,,,,,,,0.528,A,0.93,A,0.0716,A
USGS,5427948,3/23/2012,8.37,A,0.0226,A,0.182,A,,,,,,,0.55,A,,,,,,,0.491,A,0.96,A,0.1,A
USGS,5427948,3/24/2012,6.29,A,0.0225,A,0.182,A,,,,,,,0.02,A,,,,,,,0.456,A,0.95,A,0.11,A
USGS,5427948,3/25/2012,4.05,A,0.0159,A,0.182,A,,,,,,,0,A,,,,,,,0.423,A,0.94,A,0.0905,A
USGS,5427948,3/26/2012,3.01,A,0.0138,A,0.182,A,,,,,,,0.04,A,,,,,,,0.393,A,0.94,A,0.0789,A
USGS,5427948,3/27/2012,2.75,A,0.0126,A,0.182,A,,,,,,,0,A,,,,,,,0.365,A,0.94,A,0.0767,A
USGS,5427948,3/28/2012,2.47,A,0.0116,A,0.182,A,,,,,,,0,A,,,,,,,0.339,A,0.94,A,0.0745,A
USGS,5427948,3/29/2012,2.19,A,0.0106,A,0.182,A,,,,,,,0,A,,,,,,,0.315,A,0.94,A,0.0723,A
USGS,5427948,3/30/2012,12,A,0.0204,A,0.11,A,,,,,,,0.76,A,,,,,,,0.317,A,0.99,A,0.0978,A
USGS,5427948,3/31/2012,8.83,A,0.0181,A,0.0829,A,,,,,,,0,A,,,,,,,0.311,A,0.95,A,0.09,A
USGS,5427948,4/1/2012,5.61,A,0.0143,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.9,A,0.0792,A
USGS,5427948,4/2/2012,3.93,A,0.0137,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.89,A,0.0785,A
USGS,5427948,4/3/2012,2.97,A,0.0132,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.89,A,0.0778,A
USGS,5427948,4/4/2012,2.63,A,0.0126,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.88,A,0.0771,A
USGS,5427948,4/5/2012,2.35,A,0.0121,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.88,A,0.0764,A
USGS,5427948,4/6/2012,2.24,A,0.0116,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.87,A,0.0757,A
USGS,5427948,4/7/2012,2.17,A,0.0111,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.87,A,0.075,A
USGS,5427948,4/8/2012,2.08,A,0.0106,A,0.07,A,,,,,,,0.01,A,,,,,,,0.304,A,0.87,A,0.0743,A
USGS,5427948,4/9/2012,2.19,A,0.0102,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.86,A,0.0736,A
USGS,5427948,4/10/2012,2.25,A,0.00974,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.86,A,0.073,A
USGS,5427948,4/11/2012,2.07,A,0.00933,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.85,A,0.0723,A
USGS,5427948,4/12/2012,1.76,A,0.00902,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.85,A,0.0716,A
USGS,5427948,4/13/2012,1.93,A,0.009,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.85,A,0.071,A
USGS,5427948,4/14/2012,1.92,A,0.00913,A,0.0702,A,,,,,,,0.14,A,,,,,,,0.303,A,0.85,A,0.0705,A
USGS,5427948,4/15/2012,11.1,A,0.025,A,0.099,A,,,,,,,0.62,A,,,,,,,0.172,A,1,A,0.087,A
USGS,5427948,4/16/2012,6.41,A,0.0154,A,0.0737,A,,,,,,,0,A,,,,,,,0.287,A,0.91,A,0.0722,A
USGS,5427948,4/17/2012,3.84,A,0.0122,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.88,A,0.07,A
USGS,5427948,4/18/2012,3,A,0.0105,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.86,A,0.07,A
USGS,5427948,4/19/2012,8.75,A,0.0161,A,0.0852,A,,,,,,,0.82,A,,,,,,,0.267,A,0.89,A,0.108,A
USGS,5427948,4/20/2012,17.5,A,0.024,A,0.103,A,,,,,,,0.22,A,,,,,,,0.223,A,0.94,A,0.152,A
USGS,5427948,4/21/2012,10.6,A,0.0227,A,0.0982,A,,,,,,,0,A,,,,,,,0.235,A,0.93,A,0.143,A
USGS,5427948,4/22/2012,7.13,A,0.0144,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.9,A,0.0893,A
USGS,5427948,4/23/2012,5.29,A,0.0135,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.89,A,0.0883,A
USGS,5427948,4/24/2012,3.54,A,0.0126,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.89,A,0.0873,A
USGS,5427948,4/25/2012,3.68,A,0.0118,A,0.07,A,,,,,,,0.19,A,,,,,,,0.304,A,0.88,A,0.0863,A
USGS,5427948,4/26/2012,3.52,A,0.0111,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.88,A,0.0853,A
USGS,5427948,4/27/2012,2.77,A,0.0104,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.87,A,0.0844,A
USGS,5427948,4/28/2012,3.08,A,0.00975,A,0.07,A,,,,,,,0.17,A,,,,,,,0.304,A,0.87,A,0.0834,A
USGS,5427948,4/29/2012,3.84,A,0.011,A,0.07,A,,,,,,,0.48,A,,,,,,,0.304,A,0.87,A,0.0824,A
USGS,5427948,4/30/2012,10.5,A,0.021,A,0.07,A,,,,,,,0.11,A,,,,,,,0.304,A,0.9,A,0.0815,A
USGS,5427948,5/1/2012,7.43,A,0.021,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.9,A,0.0806,A
USGS,5427948,5/2/2012,17.9,A,0.0263,A,0.0869,A,,,,,,,0.61,A,,,,,,,0.388,A,1.3,A,0.148,A
USGS,5427948,5/3/2012,11.6,A,0.0255,A,0.0863,A,,,,,,,0.03,A,,,,,,,0.384,A,1.3,A,0.148,A
USGS,5427948,5/4/2012,7.55,A,0.0145,A,0.07,A,,,,,,,0,A,,,,,,,0.304,A,0.89,A,0.0974,A
USGS,5427948,5/5/2012,5.47,A,0.0113,A,0.07,A,,,,,,,0.01,A,,,,,,,0.304,A,0.87,A,0.0934,A
USGS,5427948,5/6/2012,11.3,A,0.0261,A,0.101,A,,,,,,,0.53,A,,,,,,,0.247,A,0.88,A,0.149,A
USGS,5427948,5/7/2012,13.6,A,0.037,A,0.121,A,,,,,,,0.03,A,,,,,,,0.21,A,0.89,A,0.187,A
USGS,5427948,5/8/2012,9.49,A,0.0306,A,0.111,A,,,,,,,0,A,,,,,,,0.236,A,0.88,A,0.168,A
USGS,5427948,5/9/2012,6.76,A,0.0144,A,0.0871,A,,,,,,,0,A,,,,,,,0.286,A,0.84,A,0.119,A
USGS,5427948,5/10/2012,4.58,A,0.0136,A,0.0899,A,,,,,,,0,A,,,,,,,0.266,A,0.84,A,0.118,A
USGS,5427948,5/11/2012,3.41,A,0.0129,A,0.0928,A,,,,,,,0,A,,,,,,,0.246,A,0.83,A,0.117,A
USGS,5427948,5/12/2012,2.96,A,0.0123,A,0.0958,A,,,,,,,0,A,,,,,,,0.228,A,0.83,A,0.116,A
USGS,5427948,5/13/2012,2.69,A,0.0116,A,0.0988,A,,,,,,,0,A,,,,,,,0.212,A,0.82,A,0.115,A
USGS,5427948,5/14/2012,2.65,A,0.011,A,0.102,A,,,,,,,0,A,,,,,,,0.196,A,0.81,A,0.114,A
USGS,5427948,5/15/2012,2.53,A,0.0105,A,0.105,A,,,,,,,0,A,,,,,,,0.182,A,0.81,A,0.113,A
USGS,5427948,5/16/2012,2.41,A,0.00992,A,0.109,A,,,,,,,0,A,,,,,,,0.169,A,0.8,A,0.112,A
USGS,5427948,5/17/2012,2.17,A,0.0094,A,0.112,A,,,,,,,0,A,,,,,,,0.157,A,0.8,A,0.111,A
USGS,5427948,5/18/2012,1.97,A,0.00905,A,0.115,A,,,,,,,0,A,,,,,,,0.148,A,0.79,A,0.11,A
USGS,5427948,5/19/2012,1.9,A,0.00914,A,0.119,A,,,,,,,0,A,,,,,,,0.147,A,0.79,A,0.11,A
USGS,5427948,5/20/2012,1.89,A,0.00927,A,0.122,A,,,,,,,0,A,,,,,,,0.148,A,0.79,A,0.11,A
USGS,5427948,5/21/2012,1.78,A,0.0094,A,0.125,A,,,,,,,0,A,,,,,,,0.148,A,0.79,A,0.11,A
USGS,5427948,5/22/2012,1.73,A,0.00954,A,0.129,A,,,,,,,0,A,,,,,,,0.148,A,0.78,A,0.11,A
USGS,5427948,5/23/2012,1.77,A,0.00967,A,0.132,A,,,,,,,0,A,,,,,,,0.148,A,0.78,A,0.109,A
USGS,5427948,5/24/2012,1.78,A,0.00981,A,0.136,A,,,,,,,0.02,A,,,,,,,0.149,A,0.78,A,0.109,A
USGS,5427948,5/25/2012,1.75,A,0.0103,A,0.139,A,,,,,,,0.04,A,,,,,,,0.149,A,0.79,A,0.109,A
USGS,5427948,5/26/2012,6.22,A,0.023,A,0.143,A,,,,,,,0.67,A,,,,,,,0.149,A,0.89,A,0.121,A
USGS,5427948,5/27/2012,4.6,A,0.0194,A,0.147,A,,,,,,,0,A,,,,,,,0.149,A,0.9,A,0.115,A
USGS,5427948,5/28/2012,5.63,A,0.0274,A,0.151,A,,,,,,,0.43,A,,,,,,,0.15,A,0.91,A,0.12,A
USGS,5427948,5/29/2012,6.76,A,0.0268,A,0.155,A,,,,,,,0,A,,,,,,,0.15,A,0.96,A,0.124,A
USGS,5427948,5/30/2012,4.01,A,0.0193,A,0.159,A,,,,,,,0,A,,,,,,,0.15,A,0.9,A,0.113,A
USGS,5427948,5/31/2012,7.54,A,0.0272,A,0.164,A,,,,,,,0.5,A,,,,,,,0.15,A,0.98,A,0.123,A
USGS,5427948,6/1/2012,4.95,A,0.0182,A,0.168,A,,,,,,,0,A,,,,,,,0.151,A,0.98,A,0.12,A
USGS,5427948,6/2/2012,3.71,A,0.0151,A,0.173,A,,,,,,,0,A,,,,,,,0.151,A,0.98,A,0.119,A
USGS,5427948,6/3/2012,2.88,A,0.015,A,0.177,A,,,,,,,0,A,,,,,,,0.151,A,0.98,A,0.119,A
USGS,5427948,6/4/2012,2.46,A,0.018,A,0.182,A,,,,,,,0,A,,,,,,,0.152,A,0.97,A,0.119,A
USGS,5427948,6/5/2012,2.23,A,0.0217,A,0.187,A,,,,,,,0,A,,,,,,,0.152,A,0.97,A,0.119,A
USGS,5427948,6/6/2012,2.02,A,0.0261,A,0.192,A,,,,,,,0,A,,,,,,,0.152,A,0.97,A,0.118,A
USGS,5427948,6/7/2012,1.75,A,0.0315,A,0.197,A,,,,,,,0,A,,,,,,,0.152,A,0.96,A,0.118,A
USGS,5427948,6/8/2012,1.66,A,0.0379,A,0.203,A,,,,,,,0,A,,,,,,,0.153,A,0.96,A,0.118,A
USGS,5427948,6/9/2012,1.54,A,0.0456,A,0.208,A,,,,,,,0,A,,,,,,,0.153,A,0.96,A,0.118,A
USGS,5427948,6/10/2012,1.52,A,0.0549,A,0.214,A,,,,,,,0,A,,,,,,,0.153,A,0.96,A,0.118,A
USGS,5427948,6/11/2012,1.86,A,0.0661,A,0.22,A,,,,,,,0.15,A,,,,,,,0.153,A,0.95,A,0.117,A
USGS,5427948,6/12/2012,1.8,A,0.0796,A,0.226,A,,,,,,,0,A,,,,,,,0.154,A,0.95,A,0.117,A
USGS,5427948,6/13/2012,1.59,A,0.0936,A,0.231,A,,,,,,,0,A,,,,,,,0.154,A,0.95,A,0.117,A
USGS,5427948,6/14/2012,1.4,A,0.0958,A,0.234,A,,,,,,,0,A,,,,,,,0.154,A,0.94,A,0.118,A
USGS,5427948,6/15/2012,1.42,A,0.0956,A,0.235,A,,,,,,,0,A,,,,,,,0.155,A,0.94,A,0.118,A
USGS,5427948,6/16/2012,1.34,A,0.0953,A,0.237,A,,,,,,,0,A,,,,,,,0.155,A,0.93,A,0.119,A
USGS,5427948,6/17/2012,1.44,A,0.0951,A,0.239,A,,,,,,,0,A,,,,,,,0.155,A,0.92,A,0.12,A
USGS,5427948,6/18/2012,1.65,A,0.0949,A,0.241,A,,,,,,,0,A,,,,,,,0.156,A,0.91,A,0.12,A
USGS,5427948,6/19/2012,1.35,A,0.0947,A,0.242,A,,,,,,,0,A,,,,,,,0.156,A,0.91,A,0.121,A
USGS,5427948,6/20/2012,1.21,A,0.0945,A,0.244,A,,,,,,,0,A,,,,,,,0.156,A,0.9,A,0.122,A
USGS,5427948,6/21/2012,1.21,A,0.0942,A,0.246,A,,,,,,,0.04,A,,,,,,,0.157,A,0.89,A,0.122,A
USGS,5427948,6/22/2012,1.1,A,0.094,A,0.248,A,,,,,,,0,A,,,,,,,0.157,A,0.88,A,0.123,A
USGS,5427948,6/23/2012,1.08,A,0.0938,A,0.25,A,,,,,,,0,A,,,,,,,0.158,A,0.88,A,0.124,A
USGS,5427948,6/24/2012,1.09,A,0.0936,A,0.251,A,,,,,,,0,A,,,,,,,0.158,A,0.87,A,0.124,A
USGS,5427948,6/25/2012,1.11,A,0.0934,A,0.253,A,,,,,,,0,A,,,,,,,0.158,A,0.86,A,0.125,A
USGS,5427948,6/26/2012,1.12,A,0.0932,A,0.255,A,,,,,,,0,A,,,,,,,0.159,A,0.86,A,0.126,A
USGS,5427948,6/27/2012,1.05,A,0.093,A,0.257,A,,,,,,,0,A,,,,,,,0.159,A,0.85,A,0.126,A
USGS,5427948,6/28/2012,0.92,A,0.0927,A,0.259,A,,,,,,,0,A,,,,,,,0.159,A,0.84,A,0.127,A
USGS,5427948,6/29/2012,0.9,A,0.0925,A,0.261,A,,,,,,,0,A,,,,,,,0.16,A,0.84,A,0.128,A
USGS,5427948,6/30/2012,0.84,A,0.0923,A,0.263,A,,,,,,,0,A,,,,,,,0.16,A,0.83,A,0.128,A
USGS,5427948,7/1/2012,0.82,A,0.0921,A,0.265,A,,,,,,,0,A,,,,,,,0.16,A,0.82,A,0.129,A
USGS,5427948,7/2/2012,0.83,A,0.0919,A,0.266,A,,,,,,,0,A,,,,,,,0.161,A,0.82,A,0.13,A
USGS,5427948,7/3/2012,0.83,A,0.0917,A,0.268,A,,,,,,,0,A,,,,,,,0.161,A,0.81,A,0.13,A
USGS,5427948,7/4/2012,0.75,A,0.0915,A,0.27,A,,,,,,,0,A,,,,,,,0.162,A,0.8,A,0.131,A
USGS,5427948,7/5/2012,0.7,A,0.0913,A,0.272,A,,,,,,,0,A,,,,,,,0.162,A,0.8,A,0.132,A
USGS,5427948,7/6/2012,0.64,A,0.091,A,0.274,A,,,,,,,0,A,,,,,,,0.162,A,0.79,A,0.133,A
USGS,5427948,7/7/2012,0.59,A,0.0908,A,0.276,A,,,,,,,0,A,,,,,,,0.163,A,0.78,A,0.133,A
USGS,5427948,7/8/2012,0.62,A,0.0906,A,0.278,A,,,,,,,0,A,,,,,,,0.163,A,0.78,A,0.134,A
USGS,5427948,7/9/2012,0.66,A,0.0904,A,0.28,A,,,,,,,0,A,,,,,,,0.163,A,0.77,A,0.135,A
USGS,5427948,7/10/2012,0.76,A,0.0902,A,0.282,A,,,,,,,0,A,,,,,,,0.164,A,0.77,A,0.136,A
USGS,5427948,7/11/2012,0.7,A,0.09,A,0.285,A,,,,,,,0,A,,,,,,,0.164,A,0.76,A,0.136,A
USGS,5427948,7/12/2012,0.67,A,0.0898,A,0.287,A,,,,,,,0,A,,,,,,,0.165,A,0.75,A,0.137,A
USGS,5427948,7/13/2012,0.64,A,0.0896,A,0.289,A,,,,,,,0,A,,,,,,,0.165,A,0.75,A,0.138,A
USGS,5427948,7/14/2012,0.65,A,0.0894,A,0.291,A,,,,,,,0.03,A,,,,,,,0.165,A,0.74,A,0.139,A
USGS,5427948,7/15/2012,0.67,A,0.0892,A,0.293,A,,,,,,,0,A,,,,,,,0.166,A,0.74,A,0.139,A
USGS,5427948,7/16/2012,0.71,A,0.089,A,0.295,A,,,,,,,0,A,,,,,,,0.166,A,0.73,A,0.14,A
USGS,5427948,7/17/2012,0.65,A,0.089,A,0.295,A,,,,,,,0,A,,,,,,,0.166,A,0.73,A,0.14,A
USGS,5427948,7/18/2012,1.51,A,0.089,A,0.295,A,,,,,,,0.96,A,,,,,,,0.166,A,0.78,A,0.151,A
USGS,5427948,7/19/2012,4.43,A,0.089,A,0.295,A,,,,,,,0.08,A,,,,,,,0.166,A,0.85,A,0.213,A
