time,FLOW,SALT,TEMP,OGM_doc,OGM_poc,OGM_don,NIT_nit,NIT_amm,OGM_pon,PHS_frp,OGM_dop,OGM_pop,PHS_frp_ads
2003-11-08,0.1274,0,2,488.7594,114.0867,7.4506,74.5063,13.8252,54.5565,4.0874,5.289,4.1837,13.5615
2003-11-09,0.1028,0,3,488.7594,114.0867,7.3513,73.5129,13.4998,52.1407,3.3867,4.3823,3.4665,11.2367
2003-11-10,0.0926,0,3.5,488.7594,114.0867,7.3035,73.0348,13.3444,51.0053,2.7639,3.5764,2.829,9.1702
2003-11-11,0.0841,0,4,488.7594,114.0867,7.2597,72.5971,13.2028,49.981,2.0243,2.6193,2.0719,6.7162
2003-11-12,0.0799,0,5,488.7594,114.0867,7.2362,72.3624,13.1272,49.438,1.4403,1.8637,1.4743,4.7788
2003-11-13,0.0637,0,3,488.7594,114.0867,7.1349,71.3488,12.8026,47.1398,1.0219,1.3222,1.0459,3.3904
2003-11-14,0.0566,0,3,488.7594,114.0867,7.0826,70.8257,12.6365,45.9837,0.8175,1.0578,0.8367,2.7123
2003-11-15,0.0547,0,4,488.7594,114.0867,7.0668,70.6682,12.5867,45.6397,0.8078,1.0452,0.8268,2.68
2003-11-16,0.0527,0,4.5,488.7594,114.0867,7.0505,70.5053,12.5353,45.2856,0.798,1.0326,0.8168,2.6477
2003-11-17,0.0532,0,5,488.7594,114.0867,7.0552,70.5524,12.5502,45.3878,0.7883,1.02,0.8069,2.6154
2003-11-18,0.1053,0,7,488.7594,114.0867,7.3626,73.6255,13.5365,52.4106,0.7786,1.0074,0.7969,2.5831
2003-11-19,0.0954,0,6.5,488.7594,114.0867,7.3172,73.1724,13.389,51.3302,0.7688,0.9948,0.7869,2.5509
2003-11-20,0.0818,0,6.5,488.7594,114.0867,7.2473,72.4733,13.1629,49.6942,0.7591,0.9822,0.777,2.5186
2003-11-21,0.0663,0,5.5,488.7594,114.0867,7.1524,71.5238,12.8584,47.5311,0.7494,0.9696,0.767,2.4863
2003-11-22,0.053,0,4,488.7594,114.0867,7.0529,70.5289,12.5427,45.3368,0.7688,0.9948,0.7869,2.5509
2003-11-23,3.5679,0,4.5,488.7594,114.0867,9.1749,91.7493,20.0033,110.133,5.0996,6.5986,5.2197,16.9196
2003-11-24,0.9061,0,1.5,488.7594,114.0867,8.422,84.2203,17.1837,82.4975,6.1409,7.9461,6.2856,20.3746
2003-11-25,0.2625,0,0.5,488.7594,114.0867,7.7947,77.9474,14.9784,63.5349,5.4694,7.0772,5.5982,18.1466
2003-11-26,0.1631,0,0.5,488.7594,114.0867,7.5664,75.6643,14.2088,57.4708,4.5935,5.9438,4.7017,15.2406
2003-11-27,0.1178,0,1.5,488.7594,114.0867,7.4142,74.1415,13.7053,53.6604,2.9196,3.7778,2.9884,9.6868
2003-11-28,0.1002,0,1,488.7594,114.0867,7.3398,73.3977,13.4623,51.8655,1.7712,2.2919,1.8129,5.8767
2003-11-29,0.0844,0,0.5,488.7594,114.0867,7.2612,72.6123,13.2077,50.0165,1.0705,1.3852,1.0957,3.5518
2003-11-30,0.0818,0,0.5,488.7594,114.0867,7.2473,72.4733,13.1629,49.6942,0.7786,1.0074,0.7969,2.5831
2003-12-01,0.0748,0,0.5,488.7594,114.0867,7.2065,72.0648,13.0315,48.7553,0.7786,1.0074,0.7969,2.5831
2003-12-02,0.0646,0,0.5,488.7594,114.0867,7.1408,71.4078,12.8214,47.2716,0.7786,1.0074,0.7969,2.5831
2003-12-03,0.0586,0,2,488.7594,114.0867,7.0978,70.9781,12.6848,46.3184,0.7883,1.02,0.8069,2.6154
2003-12-04,0.0575,0,2.5,488.7594,114.0867,7.0892,70.8916,12.6574,46.1283,0.7883,1.02,0.8069,2.6154
2003-12-05,0.0626,0,3,488.7594,114.0867,7.1269,71.2688,12.7772,46.9619,0.7883,1.02,0.8069,2.6154
2003-12-06,0.0595,0,3,488.7594,114.0867,7.1042,71.0419,12.7051,46.4591,0.7883,1.02,0.8069,2.6154
2003-12-07,0.0558,0,3.5,488.7594,114.0867,7.0759,70.7588,12.6154,45.8375,0.798,1.0326,0.8168,2.6477
2003-12-08,0.0555,0,4,488.7594,114.0867,7.0736,70.7363,12.6083,45.7883,0.798,1.0326,0.8168,2.6477
2003-12-09,0.0821,0,3,488.7594,114.0867,7.2489,72.489,13.1679,49.7304,0.9537,1.2341,0.9762,3.1644
2003-12-10,1.5489,0,1,488.7594,114.0867,8.7089,87.089,18.236,92.3687,2.5887,3.3497,2.6497,8.589
2003-12-11,0.5833,0,0.5,488.7594,114.0867,8.1934,81.9345,16.3648,75.1826,3.1921,4.1304,3.2673,10.5909
2003-12-12,0.1795,0,1.5,488.7594,114.0867,7.6119,76.1191,14.3607,58.645,3.1142,4.0297,3.1876,10.3326
2003-12-13,0.1073,0,1.5,488.7594,114.0867,7.3711,73.7113,13.5645,52.617,3.0267,3.9164,3.0979,10.042
2003-12-14,0.0895,0,2,488.7594,114.0867,7.2879,72.8789,13.2939,50.6387,2.9488,3.8156,3.0183,9.7837
