DateTime	St	Ln	thermD
2003-11-09 00:00	-1.0377e-09	-6.3281e-12	33
2003-11-10 00:00	0.29758	0.01219	26.5
2003-11-11 00:00	0.25265	0.022234	26.5
2003-11-12 00:00	0.26067	0.0023281	26.3678
2003-11-13 00:00	0.90923	0.036688	27.4188
2003-11-14 00:00	-1.0326e-09	-4.3847e-12	33
2003-11-15 00:00	-1.2405e-09	-3.1104e-12	33
2003-11-16 00:00	-1.0485e-09	-7.8337e-12	33
2003-11-17 00:00	0.021828	0.0025597	33
2003-11-18 00:00	0.13951	0.044906	33
2003-11-19 00:00	0.10287	0.00097599	33
2003-11-20 00:00	0.0042621	1.4107e-05	33
2003-11-21 00:00	-1.286e-09	-4.5984e-12	33
2003-11-22 00:00	0.16605	0.0076718	33
2003-11-23 00:00	0.27131	0.014485	33
2003-11-24 00:00	0.11937	0.0052172	33
2003-11-25 00:00	0.00024067	1.5713e-06	33
2003-11-26 00:00	-1.3451e-09	-1.2028e-10	33
2003-11-27 00:00	0.035133	0.0022212	33
2003-11-28 00:00	0.084793	0.003434	33
2003-11-29 00:00	0.016045	6.2921e-05	33
2003-11-30 00:00	-8.6204e-10	-2.0737e-12	33
2003-12-01 00:00	-1.0189e-09	-2.7436e-11	33
2003-12-02 00:00	-1.0298e-09	-5.7914e-12	33
2003-12-03 00:00	0.026348	0.00010129	33
2003-12-04 00:00	0.50434	0.0025454	23.8631
2003-12-05 00:00	1.936	0.0071554	14.6088
2003-12-06 00:00	6.2736	0.033741	3.4136
2003-12-07 00:00	5.2116	0.0097416	14.316
2003-12-08 00:00	2.5054	0.0047927	19.7681
2003-12-09 00:00	1.1809	0.04169	33
2003-12-10 00:00	9.5095	0.10084	3.7367
2003-12-11 00:00	8.382	0.0067316	3.6994
2003-12-12 00:00	7.4202	0.054385	3.7973
2003-12-13 00:00	4.4389	0.022372	26.5007
2003-12-14 00:00	2.6833	0.056209	25.9366
2003-12-15 00:00	1.2919	0.0047845	25.8655
2003-12-16 00:00	1.5216	0.0031331	25.8691
2003-12-17 00:00	0.33238	0.0091773	25.8568
2003-12-18 00:00	0.35692	0.011498	25.8177
2003-12-19 00:00	0.27019	0.0019915	26.0076
2003-12-20 00:00	0.20299	0.017055	26.163
2003-12-21 00:00	0.20929	0.010272	26.2809
2003-12-22 00:00	0.14515	0.0067492	33
2003-12-23 00:00	0.16457	0.0075903	33
2003-12-24 00:00	0.21836	0.0060856	33
2003-12-25 00:00	0.67083	0.0033045	25.4922
2003-12-26 00:00	0.65553	0.0029322	26.4532
2003-12-27 00:00	1.3618	0.0058796	25.5134
2003-12-28 00:00	0.6599	0.0069228	24.3902
2003-12-29 00:00	0.60666	0.018795	24.4042
2003-12-30 00:00	0.55973	0.019954	24.4207
2003-12-31 00:00	0.98821	0.0032861	24.4169
2004-01-01 00:00	0.71977	0.0069449	23.748
2004-01-02 00:00	0.81881	0.018144	22.8175
2004-01-03 00:00	1.4006	0.053458	22.837
2004-01-04 00:00	1.8594	0.08346	22.7622
2004-01-05 00:00	1.6578	0.0093889	22.7131
2004-01-06 00:00	2.0266	0.033749	22.6075
2004-01-07 00:00	1.5612	0.0081098	23.4056
2004-01-08 00:00	1.1135	0.0053296	22.9566
2004-01-09 00:00	0.77791	0.0035965	22.8793
2004-01-10 00:00	0.72643	0.0027507	22.8508
2004-01-11 00:00	0.69988	0.0051716	22.7604
2004-01-12 00:00	0.97286	0.025408	22.7089
2004-01-13 00:00	1.3682	0.00098807	0.5
2004-01-14 00:00	1.6167	5.8944e-05	0.5
2004-01-15 00:00	0.8728	0.022622	22.7584
2004-01-16 00:00	0.65855	0.0013476	22.777
2004-01-17 00:00	0.6435	0.0016274	22.8011
2004-01-18 00:00	0.6129	0.016637	22.8545
2004-01-19 00:00	1.2134	0.001201	0.5
2004-01-20 00:00	0.84271	0.0026403	22.9257
2004-01-21 00:00	0.58222	0.0014115	22.9829
2004-01-22 00:00	0.55303	0.024449	23.1546
2004-01-23 00:00	0.91017	9.2261e-05	0.5
2004-01-24 00:00	0.79677	0.0035758	23.1225
2004-01-25 00:00	0.5394	0.0013335	23.1945
2004-01-26 00:00	0.49306	0.0038522	23.4021
2004-01-27 00:00	0.47829	0.0043206	23.5104
2004-01-28 00:00	0.86238	2.3517	23.4548
2004-01-29 00:00	0.75382	0.0037137	23.4989
2004-01-30 00:00	0.72554	0.0018805	23.5341
2004-01-31 00:00	0.78489	0.005544	23.5634
2004-02-01 00:00	1.0225	0.0047326	23.5877
2004-02-02 00:00	0.50152	0.0038517	23.6315
2004-02-03 00:00	0.40434	0.058234	23.7224
2004-02-04 00:00	0.40666	0.0015796	23.7602
2004-02-05 00:00	0.39263	0.0016068	23.7934
2004-02-06 00:00	0.35955	0.0036218	23.8363
2004-02-07 00:00	0.95352	0.0076401	23.8459
2004-02-08 00:00	1.5405	0.00012388	0.5
2004-02-09 00:00	0.64151	0.004501	23.8843
2004-02-10 00:00	0.33744	0.0061679	23.9108
2004-02-11 00:00	0.30804	0.0064249	23.9411
2004-02-12 00:00	0.29987	0.0010659	23.9599
2004-02-13 00:00	0.32861	0.022634	23.9773
2004-02-14 00:00	0.29096	0.0058537	23.9977
2004-02-15 00:00	0.26396	0.0050914	24.5376
2004-02-16 00:00	0.2309	0.0047322	24.6946
2004-02-17 00:00	0.21326	0.0019783	24.7706
2004-02-18 00:00	0.2007	0.0081281	24.8207
2004-02-19 00:00	0.17583	0.0082592	24.8001
2004-02-20 00:00	0.17409	0.0007313	24.8276
2004-02-21 00:00	0.13062	0.0056644	24.9095
2004-02-22 00:00	0.72385	2.3733	24.9316
2004-02-23 00:00	0.83369	7.5694e-05	0.5
2004-02-24 00:00	0.13491	0.0010574	25.0333
2004-02-25 00:00	0.17012	0.0011418	25.1887
2004-02-26 00:00	0.11921	0.00059904	25.2561
2004-02-27 00:00	0.10436	0.0010844	25.3821
2004-02-28 00:00	0.10033	0.00085147	25.4263
2004-02-29 00:00	0.088634	0.0021309	25.4672
2004-03-01 00:00	0.083083	0.003441	25.5147
2004-03-02 00:00	0.054595	0.0019085	25.606
2004-03-03 00:00	0.18862	0.00095374	25.6434
2004-03-04 00:00	0.050304	0.0013346	26.2741
2004-03-05 00:00	0.27817	0.00081928	1.3252
2004-03-06 00:00	0.63229	0.00024166	1.3139
2004-03-07 00:00	0.79394	0.00012442	1.3368
2004-03-08 00:00	0.047225	0.0051113	26.3759
2004-03-09 00:00	0.050788	0.050047	26.3806
2004-03-10 00:00	0.21553	0.00045403	0.5
2004-03-11 00:00	0.077189	0.0065931	26.4553
2004-03-12 00:00	0.0095828	0.00051572	33
2004-03-13 00:00	0.35569	3.0901e-05	0.5
2004-03-14 00:00	0.091837	6.4529e-06	0.5
2004-03-15 00:00	0.0055106	3.8717e-05	33
2004-03-16 00:00	0.011149	7.6916e-05	33
2004-03-17 00:00	0.00434	5.1376e-05	33
2004-03-18 00:00	0.14919	0.00021406	0.5
2004-03-19 00:00	0.0079832	0.00051072	33
2004-03-20 00:00	0.067438	0.0082187	33
2004-03-21 00:00	0.0072539	6.6524e-05	33
2004-03-22 00:00	0.0080487	4.2281e-05	33
2004-03-23 00:00	0.67399	6.5448e-05	0.5
2004-03-24 00:00	0.69762	0.00030889	0.5
2004-03-25 00:00	2.0862	0.0028266	1.0428
2004-03-26 00:00	0.10081	0.0059777	33
2004-03-27 00:00	0.35826	0.0015501	17.0002
2004-03-28 00:00	0.76159	0.0044677	17.1779
2004-03-29 00:00	2.199	0.025414	7.5762
2004-03-30 00:00	2.0556	0.022545	10.541
2004-03-31 00:00	2.0918	0.053973	25.0681
2004-04-01 00:00	0.6369	0.018832	25.573
2004-04-02 00:00	0.068851	0.00025968	26.4426
2004-04-03 00:00	0.45881	0.090328	33
2004-04-04 00:00	5.4986	0.079746	2.555
2004-04-05 00:00	5.4471	0.021997	20.762
2004-04-06 00:00	-9.9345e-10	-3.0026e-12	33
2004-04-07 00:00	-8.9341e-10	-7.4512e-12	33
2004-04-08 00:00	0.1988	0.0066161	33
2004-04-09 00:00	2.9581	0.036277	4.6337
2004-04-10 00:00	0.4347	0.003624	27.2725
2004-04-11 00:00	5.2332e-06	1.484e-07	33
2004-04-12 00:00	1.9756	0.14278	33
2004-04-13 00:00	3.3625	0.16519	26.9136
2004-04-14 00:00	0.035179	0.00024483	33
2004-04-15 00:00	1.7693	0.0042832	14.2222
2004-04-16 00:00	0.0032358	2.4701e-05	33
2004-04-17 00:00	2.5537	0.47896	33
2004-04-18 00:00	6.5363	0.32815	7.8256
2004-04-19 00:00	11.6294	0.032112	6.3665
2004-04-20 00:00	6.4134	0.021561	19.4042
2004-04-21 00:00	9.0411	0.98816	21.1945
2004-04-22 00:00	5.3328	0.017237	20.9256
2004-04-23 00:00	11.6389	0.090797	7.2176
2004-04-24 00:00	8.3473	0.273	26.5089
2004-04-25 00:00	5.9329	0.017668	17.5036
2004-04-26 00:00	5.8514	0.054173	30.4147
2004-04-27 00:00	4.1799	0.43956	30.2775
2004-04-28 00:00	16.3482	0.07692	4.4412
2004-04-29 00:00	4.1866	0.17549	26.6126
2004-04-30 00:00	13.9479	0.083097	7.6842
2004-05-01 00:00	26.7857	0.15538	4.7833
2004-05-02 00:00	41.7591	0.33211	6.7904
2004-05-03 00:00	46.1438	0.10994	9.4979
2004-05-04 00:00	41.6927	0.1849	12.4225
2004-05-05 00:00	4.5462	0.091593	21.6949
2004-05-06 00:00	5.5126	0.46729	30.6556
2004-05-07 00:00	17.3256	0.51362	24.3958
2004-05-08 00:00	18.0496	0.066981	24.417
2004-05-09 00:00	15.8632	0.90771	24.2747
2004-05-10 00:00	17.0754	0.79725	24.2745
2004-05-11 00:00	21.618	0.52042	23.8799
2004-05-12 00:00	43.8876	1.8153	23.8854
2004-05-13 00:00	72.1774	0.60079	3.4766
2004-05-14 00:00	94.0277	0.12939	5.4721
2004-05-15 00:00	115.0556	0.83423	6.4795
2004-05-16 00:00	154.915	1.2372	3.3661
2004-05-17 00:00	158.7116	2.9111	5.4903
2004-05-18 00:00	176.8333	1.0348	5.4536
2004-05-19 00:00	179.0692	1.3813	6.521
2004-05-20 00:00	201.9968	3.0391	6.5249
2004-05-21 00:00	206.9001	0.35584	6.5084
2004-05-22 00:00	222.3174	2.9081	7.4374
2004-05-23 00:00	204.9144	1.6827	7.2438
2004-05-24 00:00	208.9067	8.5032	7.1696
2004-05-25 00:00	186.1778	2.9773	8.3772
2004-05-26 00:00	194.2548	0.4276	8.3787
2004-05-27 00:00	187.1134	1.3796	8.5312
2004-05-28 00:00	216.5669	2.4622	8.5191
2004-05-29 00:00	202.178	1.6755	8.2336
2004-05-30 00:00	159.218	0.34915	9.2488
2004-05-31 00:00	148.8612	2.0369	9.3123
2004-06-01 00:00	163.3006	1.8464	9.3226
2004-06-02 00:00	136.404	0.3467	9.3643
2004-06-03 00:00	141.5946	3.1542	9.4107
2004-06-04 00:00	146.8853	0.48313	9.3756
2004-06-05 00:00	157.2251	4.8746	9.3646
2004-06-06 00:00	171.2261	2.4005	9.3717
2004-06-07 00:00	156.224	1.633	9.3807
2004-06-08 00:00	187.1155	3.3471	9.3763
2004-06-09 00:00	223.0643	2.5872	9.3747
2004-06-10 00:00	258.3007	0.35581	3.5902
2004-06-11 00:00	258.1381	0.86404	4.2231
2004-06-12 00:00	238.7646	2.7525	9.3838
2004-06-13 00:00	233.2111	18.7064	9.3765
2004-06-14 00:00	241.3459	1.5725	9.3284
2004-06-15 00:00	242.3372	4.6688	7.4882
2004-06-16 00:00	276.2319	5.2863	7.491
2004-06-17 00:00	306.9883	1.1444	1.2882
2004-06-18 00:00	316.0265	12.9647	7.4763
2004-06-19 00:00	325.3856	9.4682	7.4722
2004-06-20 00:00	318.1397	0.42056	5.8433
2004-06-21 00:00	282.7832	2.2496	6.7999
2004-06-22 00:00	284.4696	3.6431	7.2697
2004-06-23 00:00	279.4028	3.4075	7.3407
2004-06-24 00:00	297.5656	8.562	7.1065
2004-06-25 00:00	314.71	0.95381	6.9743
2004-06-26 00:00	318.6071	19.2603	7.6134
2004-06-27 00:00	319.1532	0.77593	7.6281
2004-06-28 00:00	304.6246	2.3601	7.6619
2004-06-29 00:00	308.1429	7.1414	7.7215
2004-06-30 00:00	322.9403	4.8191	7.7609
2004-07-01 00:00	333.8633	30.7858	7.7864
2004-07-02 00:00	356.9061	4.2031	7.7986
2004-07-03 00:00	373.1851	7.7709	7.8152
2004-07-04 00:00	394.7844	7.6591	7.8098
2004-07-05 00:00	420.6185	1.3018	7.8168
2004-07-06 00:00	414.7701	5.3176	7.8313
2004-07-07 00:00	417.421	4.7311	7.8409
2004-07-08 00:00	442.0566	8.9077	7.8488
2004-07-09 00:00	432.5993	6.8556	6.8499
2004-07-10 00:00	429.1588	5.2706	6.9173
2004-07-11 00:00	424.8431	6.741	7.6271
2004-07-12 00:00	448.9349	34.5614	7.6958
2004-07-13 00:00	446.4485	5.3833	7.7314
2004-07-14 00:00	421.3938	3.5227	7.7374
2004-07-15 00:00	415.673	4.7532	7.7755
2004-07-16 00:00	419.3474	6.9606	7.853
2004-07-17 00:00	421.9773	6.8907	7.8644
2004-07-18 00:00	438.8052	9.3731	7.9268
2004-07-19 00:00	452.8762	3.1756	7.9737
2004-07-20 00:00	462.7086	13.9067	7.9969
2004-07-21 00:00	485.1276	11.2719	7.9863
2004-07-22 00:00	511.3588	19.9749	7.7502
2004-07-23 00:00	525.3493	4.1209	7.7556
2004-07-24 00:00	526.3721	16.7998	7.6678
2004-07-25 00:00	527.6808	10.7803	7.6353
2004-07-26 00:00	513.971	20.6819	7.6601
2004-07-27 00:00	493.3884	18.7402	7.6394
2004-07-28 00:00	466.9968	1.5476	7.6708
2004-07-29 00:00	458.4588	13.7483	7.722
2004-07-30 00:00	464.513	27.5087	7.8799
