DateTime	St	Ln	thermD
2003-11-09 00:00	-1.0377e-09	-4.6022e-12	24
2003-11-10 00:00	9.4184e-06	3.4945e-07	24
2003-11-11 00:00	0.76909	0.0613	24
2003-11-12 00:00	0.47431	0.0038559	24
2003-11-13 00:00	2.6128	0.085567	22.2539
2003-11-14 00:00	0.46182	0.0014261	24
2003-11-15 00:00	-1.1371e-09	-2.0736e-12	24
2003-11-16 00:00	1.2722e-05	6.9126e-08	24
2003-11-17 00:00	0.36176	0.030852	24
2003-11-18 00:00	0.52995	0.12406	24
2003-11-19 00:00	0.91036	0.0062815	24
2003-11-20 00:00	0.059601	0.00014347	24
2003-11-21 00:00	2.0531e-06	5.3394e-09	24
2003-11-22 00:00	1.7974	0.060395	24
2003-11-23 00:00	1.7831	0.069236	24
2003-11-24 00:00	1.2419	0.039476	24
2003-11-25 00:00	0.31966	0.0015179	24
2003-11-26 00:00	-1.1819e-09	-7.6862e-11	24
2003-11-27 00:00	0.76051	0.034968	24
2003-11-28 00:00	1.2573	0.037032	24
2003-11-29 00:00	0.17383	0.00049576	24
2003-11-30 00:00	-1.1153e-09	-1.9512e-12	24
2003-12-01 00:00	-1.0354e-09	-2.0277e-11	24
2003-12-02 00:00	4.5346e-06	1.8546e-08	24
2003-12-03 00:00	2.0183e-08	5.6429e-11	24
2003-12-04 00:00	-9.8102e-10	-4.9797e-12	24
2003-12-05 00:00	-1.201e-09	-7.2926e-12	24
2003-12-06 00:00	0.0028264	0.00010688	24
2003-12-07 00:00	-1.2883e-09	-4.0372e-12	24
2003-12-08 00:00	-1.2272e-09	-2.8503e-12	24
2003-12-09 00:00	-9.4887e-10	-2.4362e-11	24
2003-12-10 00:00	0.66118	0.045033	24
2003-12-11 00:00	0.076764	0.00039996	24
2003-12-12 00:00	-9.9936e-10	-4.6296e-11	24
2003-12-13 00:00	-1.0417e-09	-4.755e-12	24
2003-12-14 00:00	0.18736	0.0036318	24
2003-12-15 00:00	0.013029	4.4774e-05	24
2003-12-16 00:00	0.086057	0.00016439	24
2003-12-17 00:00	0.22379	0.0057355	24
2003-12-18 00:00	-1.1659e-09	-3.4915e-11	24
2003-12-19 00:00	0.045578	0.00031003	24
2003-12-20 00:00	0.24665	0.01901	24
2003-12-21 00:00	0.4412	0.019775	24
2003-12-22 00:00	0.51978	0.017578	24
2003-12-23 00:00	0.45734	0.015341	24
2003-12-24 00:00	0.23635	0.0047906	24
