DateTime	St	Ln	thermD
2003-11-09 00:00	-1.0377e-09	-4.6022e-12	24
2003-11-10 00:00	0.00014176	5.2594e-06	24
2003-11-11 00:00	0.21162	0.016867	24
2003-11-12 00:00	0.02054	0.00016698	24
2003-11-13 00:00	1.7026	0.059511	23.5
2003-11-14 00:00	-1.018e-09	-3.1439e-12	24
2003-11-15 00:00	-1.117e-09	-2.0369e-12	24
2003-11-16 00:00	-1.1515e-09	-6.257e-12	24
2003-11-17 00:00	0.074978	0.0063944	24
2003-11-18 00:00	0.26237	0.061419	24
2003-11-19 00:00	0.26881	0.0018548	24
2003-11-20 00:00	0.013429	3.2326e-05	24
2003-11-21 00:00	-1.2836e-09	-3.3381e-12	24
2003-11-22 00:00	0.52926	0.017784	24
2003-11-23 00:00	0.50006	0.019417	24
2003-11-24 00:00	0.33367	0.010606	24
2003-11-25 00:00	0.014991	7.1181e-05	24
2003-11-26 00:00	-1.3891e-09	-9.0337e-11	24
2003-11-27 00:00	0.089639	0.0041215	24
2003-11-28 00:00	0.43617	0.012847	24
2003-11-29 00:00	0.0052113	1.4863e-05	24
2003-11-30 00:00	-1.0494e-09	-1.8359e-12	24
2003-12-01 00:00	-1.2945e-09	-2.5351e-11	24
2003-12-02 00:00	-1.0923e-09	-4.4675e-12	24
2003-12-03 00:00	-9.58e-10	-2.6784e-12	24
2003-12-04 00:00	-9.924e-10	-5.0375e-12	24
2003-12-05 00:00	0.23363	0.0014186	24
2003-12-06 00:00	2.0571	0.014215	4.386
2003-12-07 00:00	0.79425	0.002094	20.1912
2003-12-08 00:00	0.15538	0.00036088	24
2003-12-09 00:00	1.0037	0.02577	24
2003-12-10 00:00	6.9438	0.086308	4.3799
2003-12-11 00:00	3.883	0.0087757	10.4103
2003-12-12 00:00	-1.2398e-09	-5.7433e-11	24
2003-12-13 00:00	0.23652	0.0010796	24
2003-12-14 00:00	2.0154	0.039065	24
2003-12-15 00:00	2.2399	0.0071718	22.3622
2003-12-16 00:00	0.41547	0.00079366	24
2003-12-17 00:00	1.8588	0.047637	24
2003-12-18 00:00	0.26942	0.0080679	24
2003-12-19 00:00	-1.1319e-09	-7.6993e-12	24
2003-12-20 00:00	1.9263	0.14846	24
2003-12-21 00:00	2.8229	0.11751	22.2897
2003-12-22 00:00	2.7573	0.085484	22.0029
2003-12-23 00:00	1.2523	0.042005	24
2003-12-24 00:00	1.0176	0.020625	24
2003-12-25 00:00	0.96311	0.0044665	24
2003-12-26 00:00	0.76633	0.00311	24
2003-12-27 00:00	0.8333	0.0033844	24
2003-12-28 00:00	0.73254	0.0074832	23.5
2003-12-29 00:00	0.62627	0.018883	23.5
2003-12-30 00:00	0.47589	0.016673	24
2003-12-31 00:00	0.77155	0.0024955	23.5
2004-01-01 00:00	0.98596	0.0095139	23.5
2004-01-02 00:00	1.0965	0.024344	22.8608
2004-01-03 00:00	1.3045	0.051777	23.5
2004-01-04 00:00	1.3891	0.065055	23.5
2004-01-05 00:00	1.1534	0.006609	22.9799
2004-01-06 00:00	1.3048	0.021744	22.6237
2004-01-07 00:00	1.2509	0.0062269	22.4283
2004-01-08 00:00	1.1793	0.0055228	22.4633
2004-01-09 00:00	1.0738	0.0048839	22.5079
2004-01-10 00:00	1.0262	0.0038029	22.3642
2004-01-11 00:00	0.97052	0.0070731	22.4486
2004-01-12 00:00	1.0403	0.026864	22.4547
2004-01-13 00:00	1.2025	0.039009	22.4607
2004-01-14 00:00	1.2959	0.0021229	22.4656
2004-01-15 00:00	0.94631	0.02429	22.5389
2004-01-16 00:00	0.90438	0.0018366	22.6038
2004-01-17 00:00	0.90173	0.0022633	22.6301
2004-01-18 00:00	0.82325	0.02218	22.684
2004-01-19 00:00	1.2327	0.055355	22.6846
2004-01-20 00:00	0.83155	0.0025793	22.6967
2004-01-21 00:00	0.74655	0.0017904	22.7355
2004-01-22 00:00	0.70122	0.030473	22.761
2004-01-23 00:00	0.85012	0.0039223	22.7583
2004-01-24 00:00	0.73615	0.0032476	22.7294
2004-01-25 00:00	0.66567	0.0016135	22.7417
2004-01-26 00:00	0.59908	0.0045577	22.7881
2004-01-27 00:00	0.56609	0.0049525	22.7691
2004-01-28 00:00	0.79772	2.1123	22.7745
2004-01-29 00:00	0.57645	0.0027544	22.7915
2004-01-30 00:00	0.50899	0.0012783	22.8043
2004-01-31 00:00	0.50678	0.0034656	22.8131
2004-02-01 00:00	0.6264	0.0028047	22.8193
2004-02-02 00:00	0.46817	0.0034712	22.8141
2004-02-03 00:00	0.43072	0.059749	22.8491
2004-02-04 00:00	0.42196	0.0015778	22.8726
2004-02-05 00:00	0.40412	0.0015919	22.9022
2004-02-06 00:00	0.3605	0.0034964	22.9508
2004-02-07 00:00	0.89245	0.0068822	22.9504
2004-02-08 00:00	1.4042	0.00011292	0.5
2004-02-09 00:00	0.36375	0.0024553	22.977
2004-02-10 00:00	0.31268	0.0056769	23.5
2004-02-11 00:00	0.28038	0.0058623	24
2004-02-12 00:00	0.29638	0.0010553	24
2004-02-13 00:00	0.25245	0.017404	24
2004-02-14 00:00	0.25335	0.0050975	24
2004-02-15 00:00	0.21901	0.0041319	24
2004-02-16 00:00	0.17799	0.0035453	24
2004-02-17 00:00	0.149	0.0013393	24
2004-02-18 00:00	0.12665	0.0049596	24
2004-02-19 00:00	0.10562	0.0048013	24
2004-02-20 00:00	0.10379	0.00042146	24
2004-02-21 00:00	0.097693	0.0040818	24
2004-02-22 00:00	0.67122	2.1185	24
2004-02-23 00:00	0.72677	0.0031674	24
2004-02-24 00:00	0.084643	0.00063604	24
2004-02-25 00:00	0.087212	0.00055774	24
2004-02-26 00:00	0.055451	0.0002648	24
2004-02-27 00:00	0.051825	0.00050916	24
2004-02-28 00:00	0.038935	0.00031188	24
2004-02-29 00:00	0.044115	0.00099951	24
2004-03-01 00:00	0.044397	0.0017296	24
2004-03-02 00:00	0.017821	0.0005839	24
2004-03-03 00:00	0.14144	0.00066935	24
2004-03-04 00:00	0.020859	0.0005055	24
2004-03-05 00:00	0.27249	0.014535	24
2004-03-06 00:00	0.64371	0.00019402	1.0361
2004-03-07 00:00	0.78255	0.00010255	1.1178
2004-03-08 00:00	0.029199	0.0028757	24
2004-03-09 00:00	0.03986	0.035734	24
2004-03-10 00:00	0.1992	0.020142	24
2004-03-11 00:00	0.0042914	0.00033254	24
2004-03-12 00:00	0.0094727	0.00037076	24
2004-03-13 00:00	0.38325	0.0015982	24
2004-03-14 00:00	0.088588	0.00029878	24
2004-03-15 00:00	0.0034267	1.751e-05	24
2004-03-16 00:00	0.010384	5.2102e-05	24
2004-03-17 00:00	0.01828	0.00015738	24
2004-03-18 00:00	0.28017	0.000402	0.5
2004-03-19 00:00	0.012225	0.00056878	24
2004-03-20 00:00	0.091151	0.008079	24
2004-03-21 00:00	0.013456	8.975e-05	24
2004-03-22 00:00	0.013818	5.2791e-05	24
2004-03-23 00:00	0.49966	4.852e-05	0.5
2004-03-24 00:00	0.50126	0.00022195	0.5
2004-03-25 00:00	1.7464	0.0011346	0.5
2004-03-26 00:00	0.0075547	0.00032579	24
2004-03-27 00:00	0.43079	0.0026313	24
