DateTime	St	Ln	thermD
2003-11-09 00:00	-1.3588e-09	-2.0401e-10	24
2003-11-10 00:00	0.098669	0.0016456	24
2003-11-11 00:00	1.7338	0.0073464	22.6115
2003-11-12 00:00	4.8814	0.085373	22.8815
2003-11-13 00:00	-1.4584e-09	-1.1949e-12	24
2003-11-14 00:00	-1.1855e-09	-2.7083e-11	24
2003-11-15 00:00	0.083047	0.0012462	24
2003-11-16 00:00	1.5948	0.073861	22.5315
2003-11-17 00:00	2.4832	0.15264	22.4682
2003-11-18 00:00	0.25726	0.00062237	23.5
2003-11-19 00:00	2.3133	0.051992	24
2003-11-20 00:00	0.022041	0.00040348	24
2003-11-21 00:00	-1.4697e-09	-1.6276e-11	24
2003-11-22 00:00	-1.1453e-09	-6.8215e-12	24
2003-11-23 00:00	-1.263e-09	-1.6634e-11	24
2003-11-24 00:00	0.12696	0.00039207	24
2003-11-25 00:00	-1.3169e-09	-5.2177e-12	24
2003-11-26 00:00	0.30801	0.0015247	23.5
2003-11-27 00:00	1.1054	0.028032	22.5
2003-11-28 00:00	1.357	0.027946	22.4256
2003-11-29 00:00	0.13319	0.00030669	23.5
2003-11-30 00:00	0.24449	0.00085368	23.5
2003-12-01 00:00	0.20169	0.00048162	23.5
2003-12-02 00:00	-8.9764e-10	-2.8503e-12	24
2003-12-03 00:00	-1.1241e-09	-1.031e-10	24
2003-12-04 00:00	-1.4751e-09	-2.3438e-11	24
2003-12-05 00:00	-1.4223e-09	-5.7439e-11	24
2003-12-06 00:00	-1.2172e-09	-1.6872e-11	24
2003-12-07 00:00	0.074452	0.0042017	23.5
2003-12-08 00:00	0.048253	0.00017089	23.5
2003-12-09 00:00	-1.1312e-09	-2.9725e-11	24
2003-12-10 00:00	0.020399	0.00011936	24
2003-12-11 00:00	-1.2524e-09	-2.0111e-12	24
2003-12-12 00:00	-1.0917e-09	-4.1465e-12	24
2003-12-13 00:00	-1.2564e-09	-7.503e-11	24
2003-12-14 00:00	8.8312e-05	2.313e-06	24
2003-12-15 00:00	-1.1578e-09	-3.9627e-11	24
2003-12-16 00:00	-1.1729e-09	-3.7692e-12	24
2003-12-17 00:00	-1.2825e-09	-3.0218e-12	24
2003-12-18 00:00	0.065732	0.0029082	24
